yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,المربع,قطعة أرض-سكنى,3,2850000.0,
2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الندوة,قطعة أرض-سكنى,14,14767500.0,2445.908362
2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الندوة,قطعة أرض-سكنى,9,8935649.42,1589.773094
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الندوة,قطعة أرض-سكنى,8,7545136.11,1902.103694
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الندوة,قطعة أرض-سكنى,8,6740000.0,1281.847133
2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الندوة,قطعة أرض-سكنى,11,7807132.83,2269.507967
2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الندوة,قطعة أرض-سكنى,9,10919120.87,4443.910441
2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الندوة,قطعة أرض-سكنى,10,12255205.1,2611.513049
2021,4,الربع الرابع,20214,منطقة مكة المكرمة,جدة,النزلة الشرقية,قطعة أرض-سكنى,1,5000.0,
2018,1,الربع الأول,20181,منطقة مكة المكرمة,جدة,النزلة الشرقية,قطعة أرض-سكنى,2,1290000.0,
2021,1,الربع الأول,20211,منطقة مكة المكرمة,جدة,النزلة الشرقية,قطعة أرض-سكنى,7,6758450.92,1473.593297
2019,3,الربع الثالث,20193,منطقة مكة المكرمة,الطائف,الجال,قطعة أرض-تجارى,3,7940000.0,
2018,4,الربع الرابع,20184,منطقة مكة المكرمة,الطائف,الجال,قطعة أرض-تجارى,5,2950000.0,
2018,1,الربع الأول,20181,منطقة مكة المكرمة,الطائف,الجال,قطعة أرض-تجارى,2,10400000.0,
2023,1,الربع الأول,20231,منطقة مكة المكرمة,جدة,الثغر,قطعة أرض-تجارى,3,3817847.0,
2021,4,الربع الرابع,20214,منطقة مكة المكرمة,جدة,,قطعة أرض-تجارى,1,14000000.0,
2021,1,الربع الأول,20211,منطقة مكة المكرمة,جدة,النور,قطعة أرض-تجارى,32,31743390.96,1042.688387
2020,3,الربع الثالث,20203,منطقة تبوك,تبوك,,قطعة أرض-تجارى,40,19845466.0,448.546276
2023,2,الربع الثانى,20232,منطقة تبوك,تبوك,,قطعة أرض-تجارى,1,2000000.0,
2022,3,الربع الثالث,20223,منطقة تبوك,تبوك,,قطعة أرض-تجارى,2,1980000.0,
2023,2,الربع الثانى,20232,منطقة تبوك,تبوك,,قطعة أرض-سكنى,59,36838747.9,975.440593
2022,3,الربع الثالث,20223,منطقة تبوك,تبوك,,قطعة أرض-سكنى,3,3340000.0,
2021,4,الربع الرابع,20214,منطقة تبوك,تبوك,,قطعة أرض-سكنى,2,1450010.0,
2021,1,الربع الأول,20211,منطقة تبوك,تبوك,,قطعة أرض-سكنى,4,4135000.0,
2021,1,الربع الأول,20211,منطقة تبوك,تبوك,اليرموك,قطعة أرض-تجارى,31,15481000.0,460.438713
2023,3,الربع الثالث,20233,منطقة تبوك,تبوك,,قطعة أرض-سكنى,104,53145190.5,820.382475
2022,4,الربع الرابع,20224,منطقة تبوك,تبوك,,قطعة أرض-سكنى,7,4507740.0,1003.846626
2022,1,الربع الأول,20221,منطقة تبوك,تبوك,,قطعة أرض-سكنى,6,3845000.0,652.02374
2023,1,الربع الأول,20231,منطقة تبوك,تبوك,,قطعة أرض-تجارى,1,1290131.0,
2019,2,الربع الثانى,20192,منطقة تبوك,تبوك,,قطعة أرض-سكنى,4,2445000.0,
2018,3,الربع الثالث,20183,منطقة تبوك,تبوك,,قطعة أرض-سكنى,3,1177073.0,
2018,2,الربع الثانى,20182,منطقة تبوك,تبوك,,قطعة أرض-سكنى,1,100000.0,
2019,2,الربع الثانى,20192,منطقة تبوك,تبوك,اليرموك,قطعة أرض-سكنى,8,2315250.0,379.861111
2018,3,الربع الثالث,20183,منطقة تبوك,تبوك,اليرموك,قطعة أرض-سكنى,5,920000.0,
2023,2,الربع الثانى,20232,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,3,1400000.0,
2021,1,الربع الأول,20211,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,1,190000.0,
2020,3,الربع الثالث,20203,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,1,122700.0,
2019,1,الربع الأول,20191,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,1,80000.0,
2023,3,الربع الثالث,20233,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,1,1520000.0,
2022,4,الربع الرابع,20224,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,1,117656.0,
2022,1,الربع الأول,20221,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,1,1000000.0,
2023,1,الربع الأول,20231,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,2,3405046.0,
2022,2,الربع الثانى,20222,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,2,3243000.0,
2023,1,الربع الأول,20231,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,3,3900000.0,
2019,2,الربع الثانى,20192,منطقة مكة المكرمة,جدة,الصالحية,قطعة أرض-سكنى,156,85055418.4,860.083047
2022,2,الربع الثانى,20222,منطقة مكة المكرمة,جدة,الصالحية,قطعة أرض-سكنى,56,57227919.71,1678.611449
2018,3,الربع الثالث,20183,منطقة مكة المكرمة,جدة,الصالحية,قطعة أرض-سكنى,83,31592708.2,676.7157
2021,3,الربع الثالث,20213,منطقة مكة المكرمة,جدة,الصالحية,قطعة أرض-سكنى,99,73240058.84,1073.885687
2020,4,الربع الرابع,20204,منطقة مكة المكرمة,جدة,الصالحية,قطعة أرض-سكنى,129,101862140.67,1142.057355
2020,1,الربع الأول,20201,منطقة مكة المكرمة,جدة,الصالحية,قطعة أرض-سكنى,161,108244863.88,1053.643625
2022,1,الربع الأول,20221,منطقة مكة المكرمة,جدة,النور,قطعة أرض-تجارى,28,28935500.0,1308.842375
2018,2,الربع الثانى,20182,منطقة مكة المكرمة,جدة,الصالحية,قطعة أرض-سكنى,75,36611766.27,737.924187
2021,2,الربع الثانى,20212,منطقة مكة المكرمة,جدة,الصالحية,قطعة أرض-سكنى,77,63683231.95,1298.159998
2020,3,الربع الثالث,20203,منطقة مكة المكرمة,جدة,الصالحية,قطعة أرض-سكنى,123,87844416.01,940.453017
2019,4,الربع الرابع,20194,منطقة مكة المكرمة,جدة,الصالحية,قطعة أرض-سكنى,193,136706042.23,998.17229
2019,1,الربع الأول,20191,منطقة مكة المكرمة,جدة,الصالحية,قطعة أرض-سكنى,223,122857461.0,803.943764
2020,2,الربع الثانى,20202,منطقة مكة المكرمة,الطائف,الجال,قطعة أرض-سكنى,7,11968000.0,2335.466583
2023,2,الربع الثانى,20232,منطقة مكة المكرمة,الطائف,الجال,قطعة أرض-سكنى,2,4400000.0,
2019,3,الربع الثالث,20193,منطقة مكة المكرمة,الطائف,الجال,قطعة أرض-سكنى,15,20711250.0,2550.447371
2022,3,الربع الثالث,20223,منطقة مكة المكرمة,الطائف,الجال,قطعة أرض-سكنى,3,1750000.0,
2018,4,الربع الرابع,20184,منطقة مكة المكرمة,الطائف,الجال,قطعة أرض-سكنى,38,35431000.0,1135.043322
2021,4,الربع الرابع,20214,منطقة مكة المكرمة,الطائف,الجال,قطعة أرض-سكنى,6,9754928.9,2592.530193
2018,1,الربع الأول,20181,منطقة مكة المكرمة,الطائف,الجال,قطعة أرض-سكنى,14,14865000.0,1741.872893
2020,2,الربع الثانى,20202,منطقة تبوك,تبوك,اليرموك,قطعة أرض-تجارى,25,21662160.0,1537.525216
2019,3,الربع الثالث,20193,منطقة تبوك,تبوك,اليرموك,قطعة أرض-تجارى,43,24912619.0,635.563331
2018,4,الربع الرابع,20184,منطقة تبوك,تبوك,اليرموك,قطعة أرض-تجارى,59,21587731.66,351.605202
2018,1,الربع الأول,20181,منطقة تبوك,تبوك,اليرموك,قطعة أرض-تجارى,39,13574700.0,317.535027
2021,1,الربع الأول,20211,منطقة مكة المكرمة,الطائف,الجال,قطعة أرض-سكنى,6,11155000.0,2833.333333
2023,3,الربع الثالث,20233,منطقة مكة المكرمة,جدة,الثغر,قطعة أرض-سكنى,21,23622792.28,3984.748311
2022,4,الربع الرابع,20224,منطقة مكة المكرمة,جدة,الثغر,قطعة أرض-سكنى,12,22347521.0,4541.47662
2022,1,الربع الأول,20221,منطقة مكة المكرمة,جدة,الثغر,قطعة أرض-سكنى,2,580000.0,
2021,3,الربع الثالث,20213,منطقة مكة المكرمة,جدة,الثغر,قطعة أرض-سكنى,4,3570000.0,
2020,4,الربع الرابع,20204,منطقة مكة المكرمة,جدة,الثغر,قطعة أرض-سكنى,4,1720000.0,
2020,1,الربع الأول,20201,منطقة مكة المكرمة,جدة,الثغر,قطعة أرض-سكنى,2,1850000.0,
2019,2,الربع الثانى,20192,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,1,80000.0,
2022,2,الربع الثانى,20222,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,4,2953918.9,
2018,3,الربع الثالث,20183,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,2,350000.0,
2020,1,الربع الأول,20201,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,2,240000.0,
2021,2,الربع الثانى,20212,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,2,305199.0,
2019,2,الربع الثانى,20192,منطقة تبوك,تبوك,,قطعة أرض-سكنى,1,426000.0,
2022,4,الربع الرابع,20224,منطقة تبوك,تبوك,,قطعة أرض-سكنى,1,120000.0,
2022,2,الربع الثانى,20222,منطقة تبوك,تبوك,اليرموك,قطعة أرض-سكنى,3,2211000.0,
2021,3,الربع الثالث,20213,منطقة تبوك,تبوك,اليرموك,قطعة أرض-سكنى,3,2704000.0,
2020,4,الربع الرابع,20204,منطقة تبوك,تبوك,اليرموك,قطعة أرض-سكنى,5,2100000.0,
2020,1,الربع الأول,20201,منطقة تبوك,تبوك,اليرموك,قطعة أرض-سكنى,10,8096939.2,1053.852162
2023,3,الربع الثالث,20233,منطقة تبوك,تبوك,,قطعة أرض-تجارى,8,6270900.0,994.96749
2022,4,الربع الرابع,20224,منطقة تبوك,تبوك,,قطعة أرض-تجارى,21,13998444.45,881.59994
2022,1,الربع الأول,20221,منطقة تبوك,تبوك,,قطعة أرض-تجارى,53,30698627.0,626.148977
2018,1,الربع الأول,20181,المنطقة الشرقية,الدمام,,قطعة أرض-تجارى,11,28190504.15,1528.595235
2023,1,الربع الأول,20231,المنطقة الشرقية,الدمام,الشعلة,قطعة أرض-سكنى,15,17128709.01,2044.622334
2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,6,14831999.97,2404.002492
2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الخليج,قطعة أرض-تجارى,16,36724849.38,3044.860038
2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,عكاظ,فيلا,124,133972180.75,3274.065669
2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,عكاظ,فيلا,59,919315871.32,2864.606233
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,عكاظ,فيلا,114,107879120.19,2735.895495
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,عكاظ,فيلا,60,56733650.0,2881.039288
2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,19,33060244.0,1150.083947
2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,4,14138800.0,
2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,4,40337810.5,
2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,4,17126943.0,
2021,4,الربع الرابع,20214,,,,شقة,3432,1977066874.51,
2021,1,الربع الأول,20211,,,,شقة,3252,1872166477.51,
2020,1,الربع الأول,20201,منطقة الرياض,المزاحميه,,شقة,12,2700000.0,1948.304974
2023,1,الربع الأول,20231,,,,عمارة,1,100000.0,
2023,1,الربع الأول,20231,منطقة الرياض,الدرعيه,,قطعة أرض- زراعي,58,323816934.04,616.159091
2023,3,الربع الثالث,20233,منطقة الرياض,حريملاء,,قطعة أرض- زراعي,9,43568489.0,177.193843
2022,4,الربع الرابع,20224,منطقة الرياض,حريملاء,,قطعة أرض- زراعي,14,56614200.79,64.905518
2022,2,الربع الثانى,20222,,,,قطعة أرض- زراعي,12,28083086.47,
2021,3,الربع الثالث,20213,,,,قطعة أرض- زراعي,4773,2137767423.92,
2020,4,الربع الرابع,20204,,,,قطعة أرض- زراعي,4188,3526875349.55,
2020,1,الربع الأول,20201,,,,قطعة أرض- زراعي,1625,1869450328.66,
2022,2,الربع الثانى,20222,منطقة الرياض,حريملاء,,قطعة أرض- زراعي,16,79276505.92,203.336638
2023,1,الربع الأول,20231,منطقة الرياض,حريملاء,,قطعة أرض- زراعي,5,14200000.0,
2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,7,16910337.5,1319.713065
2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,اليمامة,فيلا,6,5211733.0,2600.145133
2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,اليمامة,فيلا,3,2504543.0,
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,اليمامة,فيلا,4,1745000.0,
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,اليمامة,فيلا,1,350000.0,
2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-تجارى,4,2344000.0,
2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,11,22867101.5,634.878756
2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,32,106516225.75,203.719608
2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,16,25869438.0,1213.921391
2021,1,الربع الأول,20211,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,35,52336159.97,904.139466
2018,2,الربع الثانى,20182,المنطقة الشرقية,الدمام,الشعلة,قطعة أرض-سكنى,19,11959408.0,1000.32687
2023,1,الربع الأول,20231,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,9,4727056.0,938.819597
2018,2,الربع الثانى,20182,المنطقة الشرقية,الدمام,,قطعة أرض-تجارى,10,38836909.93,2101.421499
2020,4,الربع الرابع,20204,منطقة تبوك,تبوك,,شقة,2,595800.0,
2023,1,الربع الأول,20231,منطقة تبوك,تبوك,,شقة,1,370300.0,
2023,3,الربع الثالث,20233,منطقة تبوك,تبوك,,شقة,2,824000.0,
2023,1,الربع الأول,20231,منطقة تبوك,تبوك,,شقة,2,1725000.0,
2023,2,الربع الثانى,20232,منطقة تبوك,تبوك,,شقة,2,688000.0,
2022,3,الربع الثالث,20223,منطقة تبوك,تبوك,,شقة,1,500000.0,
2021,4,الربع الرابع,20214,منطقة تبوك,تبوك,,شقة,1,600000.0,
2021,4,الربع الرابع,20214,منطقة تبوك,تبوك,,شقة,6,850000.0,877.808988
2021,1,الربع الأول,20211,منطقة تبوك,تبوك,,شقة,1,500000.0,
2023,3,الربع الثالث,20233,منطقة تبوك,تبوك,,فيلا,2,2000000.0,
2022,3,الربع الثالث,20223,منطقة تبوك,تبوك,,قطعة أرض-تجارى,1,100000.0,
2018,4,الربع الرابع,20184,منطقة تبوك,تبوك,,قطعة أرض-تجارى,1,320000.0,
2023,3,الربع الثالث,20233,المنطقة الشرقية,الدمام,,قطعة أرض-تجارى,27,378907982.25,604.929987
2022,4,الربع الرابع,20224,المنطقة الشرقية,الدمام,,قطعة أرض-تجارى,51,3144853516.0,1847.382371
2022,1,الربع الأول,20221,المنطقة الشرقية,الدمام,,قطعة أرض-تجارى,9,19389800.0,2353.41619
2022,2,الربع الثانى,20222,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,180,280285627.44,2595.989716
2021,3,الربع الثالث,20213,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,49,70755077.99,2032.004052
2020,4,الربع الرابع,20204,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,149,176050712.66,1434.615768
2020,1,الربع الأول,20201,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,65,132684285.03,1339.450169
2019,3,الربع الثالث,20193,منطقة مكة المكرمة,جدة,الفيحاء,قطعة أرض-تجارى,3,53066666.0,
2018,4,الربع الرابع,20184,منطقة مكة المكرمة,جدة,الفيحاء,قطعة أرض-تجارى,6,21185200.0,6404.014844
2019,2,الربع الثانى,20192,منطقة مكة المكرمة,جدة,الفيحاء,قطعة أرض-تجارى,1,650000000.0,
2018,3,الربع الثالث,20183,منطقة مكة المكرمة,جدة,الفيحاء,قطعة أرض-تجارى,2,7500000.0,
2021,2,الربع الثانى,20212,منطقة مكة المكرمة,الطائف,الشهداء الشمالية,قطعة أرض-تجارى,1,450000.0,
2019,4,الربع الرابع,20194,منطقة مكة المكرمة,الطائف,الشهداء الشمالية,قطعة أرض-تجارى,2,1600000.0,
2018,2,الربع الثانى,20182,منطقة مكة المكرمة,جدة,الفيحاء,قطعة أرض-تجارى,2,6819278.0,
2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,ظهرة البديعة,فيلا,10,10627522.81,4082.830564
2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,ظهرة البديعة,فيلا,18,24620472.89,4050.275866
2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,ظهرة البديعة,فيلا,43,51369030.15,2587.402363
2021,1,الربع الأول,20211,منطقة الرياض,الرياض,ظهرة البديعة,فيلا,50,59438430.75,2852.768586
2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,عكاظ,فيلا,117,114104499.14,2648.822271
2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,عكاظ,فيلا,438,514150954.87,3868.298133
2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,عكاظ,فيلا,51,47729053.92,2774.868572
2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,عكاظ,فيلا,260,273441208.76,3419.342261
2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,عكاظ,فيلا,196,218193735.06,3195.276533
2020,1,الربع الأول,20201,منطقة الرياض,الرياض,عكاظ,فيلا,140,150178969.25,3094.845226
2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-تجارى,4,4675000.0,
2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-تجارى,1,500000.0,
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-تجارى,10,17528802.7,1345.455749
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,ظهرة البديعة,قطعة أرض-تجارى,2,2265000.0,
2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,اليمامة,قطعة أرض-تجارى,1,1200000.0,
2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,,قطعة أرض- زراعي,1,5000000.0,
2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الخليج,قطعة أرض-سكنى,31,29638843.11,1871.574368
2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الخليج,قطعة أرض-سكنى,36,23877354.64,1345.074052
2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,2,2064000.0,
2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,10,580168212.0,1715.070053
2019,1,الربع الأول,20191,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,7,7063320.0,925.0
2022,1,الربع الأول,20221,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,14,30643638.0,1196.471446
2021,2,الربع الثانى,20212,منطقة مكة المكرمة,جدة,الفيحاء,قطعة أرض-تجارى,5,17298001.0,
2020,3,الربع الثالث,20203,منطقة مكة المكرمة,جدة,الفيحاء,قطعة أرض-تجارى,1,290000.0,
2019,4,الربع الرابع,20194,منطقة مكة المكرمة,جدة,الفيحاء,قطعة أرض-تجارى,2,25333333.0,
2019,1,الربع الأول,20191,منطقة مكة المكرمة,جدة,الفيحاء,قطعة أرض-تجارى,4,17980852.85,
2022,3,الربع الثالث,20223,منطقة مكة المكرمة,جدة,السامر,قطعة أرض-تجارى,1,2340000.0,
2021,4,الربع الرابع,20214,منطقة مكة المكرمة,جدة,السامر,قطعة أرض-تجارى,7,18290000.0,5076.684657
2021,1,الربع الأول,20211,منطقة مكة المكرمة,جدة,السامر,قطعة أرض-تجارى,3,6271713.38,
2018,3,الربع الثالث,20183,منطقة مكة المكرمة,الطائف,الشهداء الشمالية,قطعة أرض-تجارى,3,600000.0,
2019,2,الربع الثانى,20192,المنطقة الشرقية,الدمام,,قطعة أرض-تجارى,13,24588156.46,1897.444368
2018,3,الربع الثالث,20183,المنطقة الشرقية,الدمام,,قطعة أرض-تجارى,10,193017449.69,1942.83156
2023,1,الربع الأول,20231,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,213,439181351.65,921.216722
2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,5,10332058.7,
2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,1,1000000.0,
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,3,12000000.0,
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,عكاظ,قطعة أرض-تجارى,3,26979250.0,
2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,عريض,فيلا,1,480000.0,
2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,عريض,فيلا,18,8797238.0,866.4521
2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,عريض,فيلا,2,1020000.0,
2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,عريض,فيلا,3,765000.0,
2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,عريض,فيلا,2,1590000.0,
2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,عريض,فيلا,11,4700000.0,1158.768592
2022,1,الربع الأول,20221,منطقة الرياض,الرياض,عريض,فيلا,38,16735400.0,1020.81609
2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,7,39454414.0,4958.123953
2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,7,454165516.16,4071.526239
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,8,60404333.0,3697.204435
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,13,517479878.0,4263.081162
2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,53,81746532.0,2504.966859
2022,4,الربع الرابع,20224,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-تجارى,1,4065.0,
2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,39,66397500.0,2341.759446
2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,78,142247937.0,2046.382156
2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,49,30000000.0,693.930476
2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,37,18666005.0,741.978482
2022,1,الربع الأول,20221,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,68,49102000.0,787.228541
2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,36,26417602.11,1084.228866
2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,41,23593500.0,909.116291
2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,66,49426000.0,871.346748
2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,44,19354500.0,618.117478
2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,89,30185248.0,427.706737
2020,1,الربع الأول,20201,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,36,9509700.0,322.693238
2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,26,853988084.12,195.745856
2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,7,19448000.0,1445.386722
2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,77,96236539.9,1996.167617
2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,43,70522625.0,2409.112303
2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,52,61154209.0,1895.956325
2021,1,الربع الأول,20211,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,70,68068372.5,1471.546348
2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,2,8300002.0,
2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الحمراء,قطعة أرض-سكنى,22,51265868.95,2480.789886
2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الحمراء,قطعة أرض-سكنى,24,36769311.23,2782.113737
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الحمراء,قطعة أرض-سكنى,25,37330005.52,2072.146302
2022,4,الربع الرابع,20224,منطقة مكة المكرمة,جدة,أم السلم,قطعة أرض-تجارى,4,4427181.79,
2022,1,الربع الأول,20221,منطقة مكة المكرمة,جدة,أم السلم,قطعة أرض-تجارى,41,27225398.2,934.385052
2020,2,الربع الثانى,20202,منطقة مكة المكرمة,جدة,الخمرة,قطعة أرض-تجارى,3,6970000.0,
2023,2,الربع الثانى,20232,منطقة مكة المكرمة,جدة,الخمرة,قطعة أرض-تجارى,2,9900000.0,
2019,3,الربع الثالث,20193,منطقة مكة المكرمة,جدة,الخمرة,قطعة أرض-تجارى,5,4525000.0,
2022,3,الربع الثالث,20223,منطقة مكة المكرمة,جدة,الخمرة,قطعة أرض-تجارى,1,1250000.0,
2021,4,الربع الرابع,20214,منطقة مكة المكرمة,جدة,الخمرة,قطعة أرض-تجارى,5,4742000.0,
2018,1,الربع الأول,20181,منطقة مكة المكرمة,جدة,الخمرة,قطعة أرض-تجارى,3,2010000.0,
2021,1,الربع الأول,20211,منطقة مكة المكرمة,جدة,الخمرة,قطعة أرض-تجارى,14,102954552.5,609.43035
2023,3,الربع الثالث,20233,منطقة مكة المكرمة,جدة,الخمرة,قطعة أرض-تجارى,3,2776720.0,
2022,4,الربع الرابع,20224,منطقة مكة المكرمة,جدة,الخمرة,قطعة أرض-تجارى,4,13763696.0,
2022,1,الربع الأول,20221,منطقة مكة المكرمة,جدة,الخمرة,قطعة أرض-تجارى,8,23484700.0,1865.924572
2019,2,الربع الثانى,20192,منطقة مكة المكرمة,جدة,أم السلم,قطعة أرض-تجارى,2,550000.0,
2022,2,الربع الثانى,20222,المنطقة الشرقية,الدمام,مدينة العمال,قطعة أرض-سكنى,5,1791859.37,
2022,2,الربع الثانى,20222,المنطقة الشرقية,الدمام,مدينة العمال,قطعة أرض-تجارى,2,2400000.0,
