yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR
2019,2,الربع الثانى,20192,منطقة مكة المكرمة,جدة,الفردوس,قطعة أرض-سكنى,5,1600000.0,
2018,3,الربع الثالث,20183,منطقة مكة المكرمة,جدة,الفردوس,قطعة أرض-سكنى,5,3000000.0,
2023,2,الربع الثانى,20232,منطقة جازان,فرسان,,قطعة أرض-تجارى,1,240000.0,
2022,3,الربع الثالث,20223,منطقة جازان,فرسان,,قطعة أرض-تجارى,1,100000.0,
2023,3,الربع الثالث,20233,منطقة جازان,فرسان,,قطعة أرض-سكنى,6,689000.0,208.333333
2022,4,الربع الرابع,20224,منطقة جازان,فرسان,,قطعة أرض-سكنى,13,1059375.0,138.866445
2023,1,الربع الأول,20231,منطقة جازان,فرسان,,قطعة أرض-سكنى,12,1891486.0,136.538461
2022,2,الربع الثانى,20222,منطقة جازان,فرسان,,قطعة أرض-سكنى,15,971940.0,144.911574
2023,2,الربع الثانى,20232,منطقة جازان,فرسان,,فيلا,1,2000.0,
2022,3,الربع الثالث,20223,منطقة جازان,فرسان,,فيلا,2,1550000.0,
2023,2,الربع الثانى,20232,منطقة جازان,فرسان,,قطعة أرض-سكنى,8,448900.0,106.75
2022,3,الربع الثالث,20223,منطقة جازان,فرسان,,قطعة أرض-سكنى,10,895000.0,148.0
2023,1,الربع الأول,20231,منطقة جازان,فرسان,,فيلا,3,91000.0,
2023,1,الربع الأول,20231,منطقة جازان,فرسان,,قطعة أرض-تجارى,1,50000.0,
2023,2,الربع الثانى,20232,منطقة حائل,الشنان,,قطعة أرض-سكنى,61,3629624.3,21.309497
2022,3,الربع الثالث,20223,منطقة حائل,الشنان,,قطعة أرض-سكنى,68,4573150.0,24.821064
2023,1,الربع الأول,20231,منطقة حائل,الشنان,,قطعة أرض-تجارى,48,1207448.0,27.182082
2023,2,الربع الثانى,20232,منطقة حائل,الشنان,,فيلا,1,450000.0,
2023,3,الربع الثالث,20233,منطقة حائل,الشنان,,أخرى,1,30000.0,
2022,2,الربع الثانى,20222,منطقة حائل,الشنان,,قطعة أرض-تجارى,5,96500.0,
2023,3,الربع الثالث,20233,منطقة حائل,الشنان,,قطعة أرض-سكنى,72,4642510.0,30.673434
2022,4,الربع الرابع,20224,منطقة حائل,الشنان,,قطعة أرض-سكنى,69,2671010.0,18.187842
2019,3,الربع الثالث,20193,منطقة تبوك,تبوك,النهضة,قطعة أرض-سكنى,16,7654447.0,977.253522
2018,4,الربع الرابع,20184,منطقة تبوك,تبوك,النهضة,قطعة أرض-سكنى,15,5428908.0,640.483906
2018,1,الربع الأول,20181,منطقة تبوك,تبوك,النهضة,قطعة أرض-سكنى,13,7934728.67,1642.895435
2020,2,الربع الثانى,20202,المنطقة الشرقية,الدمام,الفيحاء,قطعة أرض-تجارى,1,500000.0,
2019,3,الربع الثالث,20193,المنطقة الشرقية,الدمام,الفيحاء,قطعة أرض-تجارى,1,603000.0,
2018,4,الربع الرابع,20184,المنطقة الشرقية,الدمام,الفيحاء,قطعة أرض-تجارى,4,2100000.0,
2018,1,الربع الأول,20181,المنطقة الشرقية,الدمام,الفيحاء,قطعة أرض-تجارى,4,2719760.8,
2018,2,الربع الثانى,20182,المنطقة الشرقية,الدمام,النورس,قطعة أرض-تجارى,1,421000.0,
2022,4,الربع الرابع,20224,المنطقة الشرقية,الدمام,النورس,قطعة أرض-تجارى,3,9000000.0,
2022,1,الربع الأول,20221,المنطقة الشرقية,الدمام,النورس,قطعة أرض-تجارى,2,3100000.0,
2023,3,الربع الثالث,20233,منطقة الجوف,سكاكا,,قطعة أرض-سكنى,203,54276071.93,209.959303
2022,4,الربع الرابع,20224,منطقة الجوف,سكاكا,,قطعة أرض-سكنى,442,131115864.09,203.121232
2022,1,الربع الأول,20221,منطقة الجوف,سكاكا,,قطعة أرض-سكنى,1,50000.0,
2023,1,الربع الأول,20231,منطقة الجوف,سكاكا,,فيلا,4,2541000.0,
2023,3,الربع الثالث,20233,منطقة الجوف,سكاكا,,قطعة أرض-تجارى,57,18612703.42,193.469741
2022,4,الربع الرابع,20224,منطقة الجوف,سكاكا,,قطعة أرض-تجارى,96,21478572.61,168.65302
2023,1,الربع الأول,20231,منطقة الجوف,سكاكا,,قطعة أرض- زراعي,16,5395000.0,1.457829
2022,4,الربع الرابع,20224,منطقة الجوف,سكاكا,,شقة,6,1579000.0,2110.999749
2022,2,الربع الثانى,20222,منطقة الجوف,سكاكا,,فيلا,2,650000.0,
2023,1,الربع الأول,20231,منطقة الجوف,سكاكا,,شقة,16,5097144.0,1985.57894
2023,3,الربع الثالث,20233,منطقة الجوف,سكاكا,,فيلا,1,600000.0,
2022,4,الربع الرابع,20224,منطقة الجوف,سكاكا,,فيلا,2,505474.0,
2022,1,الربع الأول,20221,منطقة الجوف,سكاكا,,فيلا,1,273883.0,
2022,3,الربع الثالث,20223,منطقة الجوف,سكاكا,,أخرى,3,206000.0,
2019,3,الربع الثالث,20193,منطقة الجوف,سكاكا,,فيلا,1,266076.0,
2022,2,الربع الثانى,20222,منطقة الجوف,سكاكا,,قطعة أرض- زراعي,17,4126000.0,4.138506
2023,1,الربع الأول,20231,منطقة الجوف,سكاكا,,قطعة أرض-تجارى,74,15394969.0,166.424931
2019,1,الربع الأول,20191,منطقة مكة المكرمة,مكه المكرمه,جرول,قطعة أرض-سكنى,2,2440000.0,
2023,3,الربع الثالث,20233,منطقة مكة المكرمة,مكه المكرمه,,قطعة أرض-سكنى,1,5250000.0,
2022,2,الربع الثانى,20222,منطقة مكة المكرمة,مكه المكرمه,جرول,قطعة أرض-سكنى,1,15000.0,
2021,3,الربع الثالث,20213,منطقة مكة المكرمة,مكه المكرمه,جرول,قطعة أرض-سكنى,2,1570443.0,
2020,4,الربع الرابع,20204,منطقة مكة المكرمة,مكه المكرمه,جرول,قطعة أرض-سكنى,3,10850002.0,
2020,1,الربع الأول,20201,منطقة مكة المكرمة,مكه المكرمه,جرول,قطعة أرض-سكنى,1,12195595.5,
2023,2,الربع الثانى,20232,منطقة الجوف,طبرجل,,قطعة أرض-سكنى,90,16027657.85,173.604266
2022,3,الربع الثالث,20223,منطقة الجوف,طبرجل,,قطعة أرض-سكنى,91,24665617.79,225.064173
2022,2,الربع الثانى,20222,منطقة الجوف,طبرجل,,قطعة أرض-تجارى,17,11014999.0,1.091842
2023,2,الربع الثانى,20232,منطقة الجوف,طبرجل,,شقة,4,952000.0,
2023,2,الربع الثانى,20232,منطقة الجوف,طبرجل,,قطعة أرض- زراعي,24,19472000.0,0.840807
2022,3,الربع الثالث,20223,منطقة الجوف,طبرجل,,قطعة أرض- زراعي,40,14242842.0,0.442155
2022,2,الربع الثانى,20222,منطقة مكة المكرمة,الكامل,,قطعة أرض-سكنى,20,1863963.5,81.471547
2023,1,الربع الأول,20231,منطقة مكة المكرمة,الكامل,,قطعة أرض-سكنى,12,632416.0,80.116533
2022,3,الربع الثالث,20223,منطقة مكة المكرمة,الكامل,,قطعة أرض-تجارى,1,150000.0,
2023,3,الربع الثالث,20233,منطقة مكة المكرمة,الكامل,,قطعة أرض-سكنى,5,300000.0,
2022,4,الربع الرابع,20224,منطقة مكة المكرمة,الكامل,,قطعة أرض-سكنى,17,1150051.0,108.401084
2022,3,الربع الثالث,20223,منطقة مكة المكرمة,الكامل,,قطعة أرض-سكنى,14,1308722.5,101.733642
2022,4,الربع الرابع,20224,منطقة مكة المكرمة,الكامل,,أخرى,3,491135.65,
2023,1,الربع الأول,20231,منطقة مكة المكرمة,الكامل,,قطعة أرض-تجارى,1,10000.0,
2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الرحمانية,قطعة أرض-سكنى,10,76153609.0,5595.695753
2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الرحمانية,قطعة أرض-سكنى,8,26311340.0,2799.316566
2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الرحمانية,قطعة أرض-سكنى,4,11690000.0,
2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الرحمانية,قطعة أرض-سكنى,9,28410278.0,3061.948955
2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الرحمانية,قطعة أرض-سكنى,5,10750000.0,
2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,المصيف,قطعة أرض-سكنى,19,17357669.29,1932.008898
2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,المصيف,قطعة أرض-سكنى,18,14387147.0,1791.032608
2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,المنار,قطعة أرض-سكنى,23,15803150.0,1852.314225
2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,المنار,قطعة أرض-سكنى,8,5843191.91,1629.377252
2023,2,الربع الثانى,20232,منطقة المدينة المنورة,المدينه المنوره,الراية,قطعة أرض-سكنى,2,1000000.0,
2022,3,الربع الثالث,20223,منطقة المدينة المنورة,المدينه المنوره,الراية,قطعة أرض-سكنى,2,3300000.0,
2020,4,الربع الرابع,20204,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,1,150000.0,
2020,1,الربع الأول,20201,منطقة المدينة المنورة,المدينه المنوره,,أخرى,1,60000.0,
2022,2,الربع الثانى,20222,منطقة مكة المكرمة,جدة,الحمدانية,شقة,128,97693422.0,3709.157944
2021,3,الربع الثالث,20213,منطقة مكة المكرمة,جدة,الحمدانية,شقة,48,36412754.7,3597.017543
2020,4,الربع الرابع,20204,منطقة مكة المكرمة,جدة,الحمدانية,شقة,71,55275843.0,3504.6147
2020,1,الربع الأول,20201,منطقة مكة المكرمة,جدة,الحمدانية,شقة,65,48339756.5,3173.472897
2023,2,الربع الثانى,20232,منطقة مكة المكرمة,ميسان,,قطعة أرض-سكنى,4,48340.0,
2022,3,الربع الثالث,20223,منطقة مكة المكرمة,ميسان,,قطعة أرض-سكنى,7,411586.0,32.221751
2020,3,الربع الثالث,20203,منطقة مكة المكرمة,جدة,السروات,قطعة أرض-سكنى,7,5844551.93,760.000105
2019,4,الربع الرابع,20194,منطقة مكة المكرمة,جدة,السروات,قطعة أرض-سكنى,4,6523750.0,
2019,1,الربع الأول,20191,منطقة مكة المكرمة,جدة,السروات,قطعة أرض-سكنى,32,27399250.0,600.0
2018,2,الربع الثانى,20182,منطقة مكة المكرمة,جدة,مدائن الفهد,قطعة أرض-سكنى,6,2650000.0,701.829247
2021,2,الربع الثانى,20212,منطقة مكة المكرمة,جدة,مدائن الفهد,قطعة أرض-سكنى,6,3351000.0,666.361029
2019,3,الربع الثالث,20193,منطقة مكة المكرمة,جدة,,قطعة أرض-سكنى,1,500000.0,
2018,4,الربع الرابع,20184,منطقة مكة المكرمة,جدة,,قطعة أرض-سكنى,1,1000000.0,
2018,1,الربع الأول,20181,منطقة مكة المكرمة,جدة,,قطعة أرض-سكنى,2,2079685.0,
2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,,قطعة أرض-سكنى,2,400000.0,
2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,,قطعة أرض-سكنى,3,935000.0,
2019,1,الربع الأول,20191,منطقة الرياض,الرياض,,قطعة أرض-سكنى,1,200000.0,
2019,3,الربع الثالث,20193,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,2,720000.0,
2022,3,الربع الثالث,20223,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,3,2245000.0,
2018,4,الربع الرابع,20184,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,1,507696.0,
2021,4,الربع الرابع,20214,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,1,9297.0,
2021,1,الربع الأول,20211,منطقة المدينة المنورة,المدينه المنوره,,قطعة أرض-سكنى,1,2200000.0,
2018,4,الربع الرابع,20184,منطقة المدينة المنورة,المدينه المنوره,جشم,قطعة أرض-سكنى,1,1400000.0,
2018,1,الربع الأول,20181,منطقة المدينة المنورة,المدينه المنوره,جشم,قطعة أرض-سكنى,3,300000.0,
2020,1,الربع الأول,20201,منطقة الرياض,الرياض,,عمارة,1,170000.0,
2020,3,الربع الثالث,20203,منطقة مكة المكرمة,جدة,مدائن الفهد,قطعة أرض-سكنى,8,5240000.0,1084.230761
2019,4,الربع الرابع,20194,منطقة مكة المكرمة,جدة,مدائن الفهد,قطعة أرض-سكنى,23,15145263.0,1158.15804
2019,1,الربع الأول,20191,منطقة مكة المكرمة,جدة,مدائن الفهد,قطعة أرض-سكنى,9,9476304.01,1784.891368
2023,1,الربع الأول,20231,منطقة مكة المكرمة,ميسان,,قطعة أرض-سكنى,3,25000.0,
2022,2,الربع الثانى,20222,منطقة مكة المكرمة,جدة,أبحر الجنوبية,عمارة,25,70336197.0,14778.032501
2022,2,الربع الثانى,20222,منطقة مكة المكرمة,جدة,,فيلا,2,5650000.0,
2021,3,الربع الثالث,20213,منطقة مكة المكرمة,جدة,,فيلا,2,3350000.0,
2021,2,الربع الثانى,20212,منطقة مكة المكرمة,جدة,مدائن الفهد,فيلا,3,7066667.0,
2020,3,الربع الثالث,20203,منطقة مكة المكرمة,جدة,مدائن الفهد,فيلا,1,680000.0,
2019,4,الربع الرابع,20194,منطقة مكة المكرمة,جدة,مدائن الفهد,فيلا,6,7434029.91,3014.772397
2023,1,الربع الأول,20231,المنطقة الشرقية,الدمام,هجر,قطعة أرض-سكنى,3,9460000.0,
2020,2,الربع الثانى,20202,المنطقة الشرقية,الدمام,النزهة,فيلا,6,8153510.0,4083.2237
2023,2,الربع الثانى,20232,المنطقة الشرقية,الدمام,النزهة,فيلا,7,10582305.14,3607.007982
