السنة,الربع,الربع ,رقم الربع ,المنطقة,المدينة,الحي,نوع العقار,عدد الصكوك ,مجموع سعر العقار,المساحة M2,متوسط سعر المتر,الحد الأعلى لسعر المتر,الحد الأدنى لسعر المتر 
2024,2,الربع الثانى,20242,الشرقية,الدمام,الربيع,قطعة أرض-سكنى,5,6620000,2097.69,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الروضة,قطعة أرض-سكنى,8,8343000,3740,2021.089631,3333.33,1369.86
2024,2,الربع الثانى,20242,الشرقية,الدمام,الزهور,قطعة أرض-سكنى,6,6849558.76,3530.32,1187.790721,1632.27,1000
2024,2,الربع الثانى,20242,الشرقية,الدمام,الدواسر,قطعة أرض-سكنى,3,2882000,433.05,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,العدامة,قطعة أرض-سكنى,9,7128564,2335.66,2997.955241,4612.26,1537.42
2024,2,الربع الثانى,20242,الشرقية,الدمام,العنود,قطعة أرض-سكنى,2,2528754,1225,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الطبيشي,قطعة أرض-سكنى,7,5646443,3497.25,1705.962,1900,1417.89
2024,2,الربع الثانى,20242,الشرقية,الدمام,الندى,قطعة أرض-سكنى,5,6091925.7,3334,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الشروق,قطعة أرض-سكنى,15,12353044.4,8173.02,1514.55141,1570,1471.57
2024,2,الربع الثانى,20242,الشرقية,الدمام,النهضة,قطعة أرض-سكنى,11,25452863.79,5240.89,4480.100407,6139.23,2500
2024,2,الربع الثانى,20242,الشرقية,الدمام,غرب الدمام,قطعة أرض-سكنى,11,16956037,13641.7,1243.471653,1300,1203.13
2024,2,الربع الثانى,20242,الشرقية,الدمام,العمامرة,قطعة أرض-سكنى,2,1490000,668.89,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الفيحاء,قطعة أرض-سكنى,2,1347875,801.23,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الفيصلية,قطعة أرض-سكنى,15,24951525,10414.09,2397.557183,2512.5,2000
2024,2,الربع الثانى,20242,الشرقية,الدمام,النزهة,قطعة أرض-سكنى,7,11730000,3205.05,3622.42534,4800,3002.7
2024,2,الربع الثانى,20242,الشرقية,الدمام,تهامة,قطعة أرض-سكنى,2,3485000,850,NULL,NULL,NULL
