ج,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,124,623"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,118,537"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,131,971"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,131,784"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,131,699"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,121,244"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,136,502"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,120,966"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,130,002"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,130,198"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,136,366"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,136,415"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,136,241"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,136,315"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,136,308"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,136,133"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,136,499"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,136,574"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,136,446"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,116,165"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,261"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,248"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,133"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,267"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,538"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,565"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,137"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,564"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,338"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,121,589"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,120,519"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,120"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,120,623"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,540"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,244"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,535"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,120,346"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,203"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,116,270"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,337"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,121,617"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,367"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,116,260"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,096"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,126,487"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,370"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,745"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,116,266"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,126,628"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,114"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,500"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,437"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,196"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,861"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,117,802"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,131"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,249"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,532"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,116,268"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,144"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,199"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,122,953"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,206"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,115,119"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,121,455"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,126,626"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,651"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,222"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,121,705"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,093"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,126,460"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,661"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,076"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,395"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,094"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,225"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,122,192"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/17,"32,125,078"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/17,"32,121,145"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/17,"32,122,612"
 مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/17,"32,123,268"
 مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/17,"32,119,398"
 مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/17,"32,126,086"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/17,"32,119,714"
 جازان,جيزان,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/17,"32,133,781"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/17,"32,121,321"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/17,"32,121,421"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/17,"32,127,133"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/17,"32,122,818"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/17,"32,121,523"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/17,"32,125,378"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/17,"32,121,289"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,153,346"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,142,566"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,144,771"
 عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,144,587"
 عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,144,831"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,160,848"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,147,828"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,151,280"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,160,854"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,144,499"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,144,669"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,150,145"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,150,956"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,144,575"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,151,688"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,141,323"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,150,326"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,145,173"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,152,111"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,150,619"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,151,424"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,142,668"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,141,734"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,150,334"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,151,837"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,140,081"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,142,151"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,142,316"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,151,432"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,153,287"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,152,617"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,145,502"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,148,948"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,149,484"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,145,621"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,149,845"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,148,369"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,139,466"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,148,125"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,149,629"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,142,549"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,144,341"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,140,762"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,148,777"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,146,650"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,144,867"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,145,717"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,141,480"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,140,373"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,150,500"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,140,354"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,150,536"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,142,275"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,141,093"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,155,799"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,155,637"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,156,203"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,156,197"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,156,184"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,155,595"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,155,675"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,156,033"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,155,850"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,156,908"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,155,784"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,156,807"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,155,783"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,156,848"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,156,824"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,156,210"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,158,200"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,155,396"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,156,801"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,156,208"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,157,068"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,156,808"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,155,895"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,155,715"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,155,655"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,160,855"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,155,953"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,160,936"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,160,977"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,151,359"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,141,243"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,142,816"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,140,933"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,149,503"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,145,310"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,150,678"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,145,560"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,152,427"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,145,180"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,145,102"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,149,135"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,150,378"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,150,896"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,141,373"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,144,741"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,142,468"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,142,611"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,142,930"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,144,462"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,143,114"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,150,952"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,152,459"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,142,536"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,150,821"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,141,555"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,140,513"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,141,181"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,142,750"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,143,869"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,152,578"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,140,947"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,144,683"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,140,408"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,140,958"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,152,073"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,141,500"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,144,559"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,144,328"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,144,887"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,151,475"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,140,462"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,145,473"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,140,635"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,141,320"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,144,207"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,140,886"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,143,265"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,149,229"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,151,927"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,142,991"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,151,693"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,152,385"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,157,038"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,157,127"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,156,680"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,157,250"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,157,179"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,157,102"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,156,761"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,146,189"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,146,358"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,152,064"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,141,497"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,148,016"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,152,065"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,151,799"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,152,043"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,149,406"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,149,561"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,147,846"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,148,703"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,149,933"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,146,357"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,145,630"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,145,646"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,146,167"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,145,629"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,141,496"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,144,707"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,150,278"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,146,382"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,149,911"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,146,360"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,147,991"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,141,506"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,149,426"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,150,298"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,141,522"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,144,048"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,146,033"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,144,706"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,141,503"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,145,627"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,149,427"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,149,424"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,147,993"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,147,997"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/09/18,"32,142,069"
 عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,145,028"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,147,975"
 مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,149,129"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,153,379"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,145,535"
 مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,153,380"
 مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,149,227"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,151,372"
 مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,146,754"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,142,618"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,145,110"
 مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,147,028"
 مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,148,871"
 مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,149,298"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,142,291"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,148,511"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,152,862"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/09/18,"32,155,378"
