Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
  المؤشر العقاري للأحياء بمدينة جدة  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,
,,,,,,,,,,,,
المدينة,جده,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات
فبراير,1009577,1721.39,3,1800000,2927.5,5,38849000,13625.93,4,375000,257.97,1
مارس,1250000,1833.91,2,450000,315.51,2,,,,1050000,1248.04,3
ابريل,1000000,750,1,1500000,1488.67,3,,,,17250000,12962.92,6
مايو,2200000,1670.53,3,6300000,5524.51,2,,,,,,
يونيو,267900,879.52,2,1350000,3180.86,4,80000,114.03,1,,,
يوليو,1845000,1346,5,2763000,7466.31,5,4045920,1269.12,3,,,
اوغسطس,90000,172.4,1,,,,,,,,,
سبتمبر,5100000,5161.47,2,4532000,5636.5,4,1235000,2537.67,4,,,
اكتوبر,538000,205.95,2,1220000,922.11,3,630000,595.24,2,,,
نوفمبر,1364300,1478.88,5,300000,1130.25,1,955000,1268.46,3,,,
ديسمبر,690000,2119.5,3,2560000,5447.55,4,15000000,10000,1,,,
حي/المنتزهات الشرقية,100000,295.76,1,100000,175.22,1,,,,,,
فبراير,,,,100000,175.22,1,,,,,,
نوفمبر,100000,295.76,1,,,,,,,,,
حي/النجمة,2641000,8088,9,27036500,78127.64,90,32273500,70823.12,89,12937000,25794.43,37
يناير,,,,1295000,3575.69,4,2370000,4942.25,7,3160000,5869.6,7
فبراير,,,,,,,3290000,7992.87,10,4294000,8867.12,14
مارس,300000,900,1,5055000,20707.65,23,5760000,12848.96,15,3735000,7608.78,10
ابريل,,,,920000,2700,3,1015000,2676.78,3,1748000,3448.93,6
مايو,,,,2005000,5377.82,6,,,,,,
يونيو,,,,405000,900,1,3040000,6228,7,,,
يوليو,,,,3505000,9425.83,11,1230000,3150,4,,,
اوغسطس,,,,4313500,13473.03,15,1775000,4926.78,6,,,
سبتمبر,,,,4485000,9450.52,11,2545000,6158.34,8,,,
اكتوبر,50000,900,1,1928000,5368.14,7,3780000,8095.5,10,,,
نوفمبر,771000,2700,3,420000,1349,2,4133500,8856,11,,,
ديسمبر,1520000,3588,4,2705000,5799.96,7,3335000,4947.64,8,,,
حي/النخيل,77399125,39337,35,49256450,31488.24,35,141843145,94707.388,59,27052456,11024.48,11
يناير,234000,661.81,1,100000,700,1,6449999,4870,5,1500000,300,1
فبراير,1295000,600,1,3010000,1335.52,3,2680000,2429.288,11,19242456,7862.77,5
مارس,9000000,4696.05,1,7650920,4108.96,3,22198092,12836.07,5,4210000,1386.71,3
ابريل,4700000,1750,2,4526315,7883.28,2,,,,2100000,1475,2
مايو,5155096,3270.692,4,3630916,2505.2,4,3905499,2450.97,14,,,
يونيو,,,,2530500,1050.94,6,71067834,52239.8,11,,,
يوليو,2757779,2014.108,4,400000,128.52,1,12500000,5000,1,,,
اوغسطس,,,,428524,600,1,1650000,1800,2,,,
سبتمبر,1650000,1386,1,16599275,9447.51,6,1424177,850.24,2,,,
اكتوبر,12390000,2953.92,4,1440000,624.79,2,9699226,6132.02,4,,,
نوفمبر,130000,600,1,930000,428.52,2,7968318,4899,2,,,
ديسمبر,40087250,21404.42,16,8010000,2675,4,2300000,1200,2,,,
حي/الندى,,,,419750,6443.72,7,140518856,902941.65,994,92525213,467911.25,512
يناير,,,,,,,,,,31829013,156092.16,172
فبراير,,,,,,,,,,21374700,118523.37,130
مارس,,,,,,,,,,25806500,128744.84,140
ابريل,,,,,,,,,,13515000,64550.88,70
يونيو,,,,,,,14638500,114787.35,126,,,
يوليو,,,,,,,20249104,146274.71,162,,,
اوغسطس,,,,,,,13333800,85596.99,94,,,
سبتمبر,,,,200000,1924.43,2,21998500,139741.53,154,,,
اكتوبر,,,,179750,3683.58,4,13814250,91180.4,100,,,
نوفمبر,,,,40000,835.71,1,23235202,139861.02,153,,,
ديسمبر,,,,,,,33249500,185499.65,205,,,
حي/النزلة الشرقية,23499262,6832.69,31,13407312,5629.1,22,107486310,31550.82,31,5920000,3004.86,8
يناير,600000,162.5,1,620000,161.8,1,250000,348,1,670000,259.89,2
فبراير,2100000,631.53,4,1215000,319.88,2,5899998,3132.49,3,2460000,1670.67,2
مارس,2110095,767.72,3,1618932,501.02,3,1447500,850.91,3,2690000,992.25,3
ابريل,858191,162.5,1,1944000,479.09,3,,,,100000,82.05,1
مايو,580000,162.5,1,1577880,320.58,2,,,,,,
يونيو,3200000,520.1,1,750000,419.8,2,29020000,7311.75,7,,,
يوليو,1710000,705.08,3,1511500,855.23,4,2000000,823.66,1,,,
اوغسطس,2665000,1010.31,3,270000,105,1,888812,513.85,2,,,
سبتمبر,1072242,272.9,2,,,,5140000,5322.14,3,,,
اكتوبر,1370000,401.93,3,1800000,458.35,1,56190000,11527.61,5,,,
نوفمبر,2027428,845.16,3,2100000,2008.35,3,425000,778.7,3,,,
ديسمبر,5206306,1190.46,6,,,,6225000,941.71,3,,,
حي/النزلة اليمانية,16249203,7637.81,31,15619999,8929.155,33,8335585,6179.47,29,2195000,1355.95,6
يناير,1560000,669.15,2,1520000,831.49,4,250000,254.6,2,,,
فبراير,849748,472.26,3,220000,277.5,2,1497830,1199.88,4,225000,133.74,1
مارس,210000,114.16,1,,,,1000000,618.56,2,280000,137.42,1
ابريل,2919000,1438.26,7,1744999,1680.78,4,,,,1690000,1084.79,4
مايو,3585455,1594.75,3,1600000,750,2,,,,,,
يونيو,,,,450000,209.565,2,810000,632.43,3,,,
يوليو,70000,105.52,1,600000,372.08,2,491000,319.61,3,,,
اوغسطس,1450000,373.58,2,,,,311442,428.23,2,,,
سبتمبر,1620000,884.77,4,1220000,586.84,4,1975000,1775.81,8,,,
اكتوبر,2710000,819.05,4,3000000,1264.82,5,300000,129.02,1,,,
نوفمبر,1275000,1166.31,4,2235000,1348.56,4,435000,115.42,1,,,
ديسمبر,,,,3030000,1607.52,4,1265313,705.91,3,,,
حي/النزهة,142719686,59085.1,170,162623404,49105.23,160,204735854,63565.8,163,76852571,30561.605,66
يناير,6458359,3202.63,12,13886781,5798.98,14,21645211,7935.06,19,29504191,9847.52,19
فبراير,16660524,9022.89,18,13703466,4274.6,12,24600005,7521.0,18,16199246,6606.82,23
مارس,4857119,1992.51,12,14861793,4370.28,19,18133563,4447.3,10,19009000,7652.51,17
ابريل,4784136,1252.47,11,15142393,5022.01,22,4120000,1360.99,4,12140134,6454.755,7
مايو,8312075,2449.78,10,18174054,5860.29,15,3110000,1646.64,9,,,
يونيو,6359900,1930.02,6,5572152,1828.14,11,35236500,10405.89,33,,,
يوليو,10367375,4884.57,19,7026753,2692.57,13,12667533,2703.37,9,,,
اوغسطس,5914500,1963.19,10,5345000,1861.76,7,5791590,2758.79,12,,,
سبتمبر,10454211,4961.17,18,12582000,4524.14,11,14964014,4720.79,14,,,
اكتوبر,13289979,4520.61,15,13670083,4211.66,12,13125160,6062.45,12,,,
نوفمبر,45377308,17911.27,25,11493929,5626.11,16,7479478,4837.27,12,,,
ديسمبر,9884200,4993.99,14,31165000,3034.69,8,43862800,9166.25,11,,,
حي/النسيم,153380199,40100.41,118,111079318,34374.462,104,88450643,26011.74,75,112756230,19395.07,33
يناير,23364649,3736.33,13,6320732,2666.68,12,25225525,3729.14,8,6560000,2468.45,6
فبراير,9778991,2603.98,14,10987740,3778.75,10,5896288,3574.72,9,69888500,9631.9,9
مارس,11311000,3501.03,11,12706000,3379,9,3074850,1251.1,5,32707730,6420.14,15
ابريل,7743692,3760.68,12,7195012,2460.8,9,2260000,608.01,2,3600000,874.58,3
مايو,7693425,3022.37,9,1640000,563.59,3,550000,120.24,1,,,
يونيو,,,,3873112,1027.74,7,17650000,5229.72,9,,,
يوليو,1626000,551.48,5,6345364,4429.76,11,9290716,2744.23,7,,,
اوغسطس,2175000,2904.11,6,5993783,1947.07,6,1319546,436.04,2,,,
سبتمبر,12019896,2877.6,10,34347611,5665.82,8,6490530,2301.57,8,,,
اكتوبر,19598005,5367.34,11,9666827,2636.01,10,3407989,1091.89,5,,,
نوفمبر,9820541,4064.4,10,6939650,1242.14,7,8155254,2574.91,11,,,
ديسمبر,48249000,7711.09,17,5063487,4577.102,12,5129945,2350.17,8,,,
حي/النعيم,180221485,38800.4725,78,204052895,59106.725,101,303368814,66808.08,106,130798537,28337.473,40
يناير,6084175,2286.125,5,26300750,6402.4,9,52628847,7647.18,9,12575000,3598.7,7
فبراير,8494039,2591.15,6,20444465,4345.68,6,25313503,5040.6,9,66799810,10912.07,17
مارس,16205000,2840.32,6,25937589,6189.65,13,6553026,2271.72,5,32323727,6037.703,13
ابريل,11120000,1864.9,4,14591912,5124.97,8,22610000,2747.41,4,19100000,7789,3
مايو,7128016,2034.12,5,10350582,5152.8,8,2255333,1392.27,2,,,
يونيو,3318549,678.56,2,16525872,3143.5,7,89395015,21775.43,28,,,
يوليو,17691800,3967.9,8,9771338,2624.375,6,18636288,3789.5,8,,,
اوغسطس,7542945,1891.88,6,7057500,1965.5,4,1350000,327.68,1,,,
سبتمبر,19898400,4108.81,5,17870000,3954.3,9,32059444,6211.15,12,,,
اكتوبر,37504894,7267.7175,12,33816906,7034.95,12,7875000,1849.82,6,,,
نوفمبر,17126371,2471.68,5,2469737,1455,2,30295397,8475.47,13,,,
ديسمبر,28107296,6797.31,14,18916244,11713.6,17,14396961,5279.85,9,,,
حي/النعيم غرب طريق المدينة,2024900,330,1,,,,,,,,,
سبتمبر,2024900,330,1,,,,,,,,,
حي/النهضة,170525687,41188.72,90,427194003,53739.454,111,342824749,108189.75,121,83853384,21192.55,41
يناير,6800000,2083.49,6,233903828,10328.9,13,7606750,5025.39,12,18300000,6033.75,6
فبراير,4300000,1565.4,5,7107250,2173.56,8,54134995,9948,21,38891427,9469.82,16
مارس,14015000,3398.22,10,30684020,6580.77,13,13550000,2987.5,5,19862668,4474.88,15
ابريل,22540000,3181.9,11,28479885,7687.025,13,3032000,881.6,3,6799289,1214.1,4
مايو,16544000,3865.51,11,6726474,1565.53,4,16259545,2666.45,4,,,
يونيو,5199000,980.31,4,402000,673.36,2,147934860,62152.85,18,,,
يوليو,16664525,5433.47,11,34371891,6272.38,12,17696497,4475.98,11,,,
اوغسطس,5500000,1415.8,4,4450000,1000,2,13650583,3030.68,11,,,
سبتمبر,15030553,3543.23,8,12366515,3264.86,9,17649105,5295.24,11,,,
اكتوبر,35070000,7687.1,6,17327685,4062.4,8,18663000,4813.01,10,,,
نوفمبر,13879140,3414.29,7,24077661,6188.175,16,9590000,2303.87,6,,,
ديسمبر,14983469,4620,7,27296794,3942.494,11,23057414,4609.18,9,,,
حي/النهضة شرق اراضى الامير فواز بن عبد العزيز,,,,850000,300,1,,,,,,
فبراير,,,,850000,300,1,,,,,,
حي/النور,69565152,118877.55,191,110749895,162679.54,275,141948593,174802.92,280,77339207,74677.54,121
يناير,4540000,4882,8,12921043,23384.5,36,10219974,14873,24,19851000,18512.5,31
فبراير,4291000,8332,15,7566000,13818.5,24,8839000,11815,22,19620279,19673.55,32
مارس,6315158,11581,20,10930000,17301.5,31,10238000,12252.75,21,31172928,29209.99,45
ابريل,6550000,12427.5,22,8059148,12177.5,21,450000,595.5,1,6695000,7281.5,13
مايو,2351750,5803,10,6229000,9435.25,16,1610000,1686.5,3,,,
يونيو,1609000,3111,5,5696000,8070.5,15,16285000,20377.29,37,,,
يوليو,14114000,17586.5,17,9900000,15869.5,27,6322723,8832,16,,,
اوغسطس,4279676,5593.5,10,6537000,8165.79,13,7647359,10911.5,19,,,
سبتمبر,5874065,11723,19,11975145,16863.5,28,10941355,15148,25,,,
اكتوبر,5245000,12551.5,23,15203325,19054,32,17075822,16830.05,30,,,
نوفمبر,7770503,13577.5,23,6360000,9624,16,31194121,38987.83,43,,,
ديسمبر,6625000,11709.05,19,9373234,8915,16,21125239,22493.5,39,,,
حي/الهجرة,14092990,197805.31,216,34492451,333304.34,378,45049472,368461.5,417,58383000,360031.5,416
يناير,1703000,22036.81,17,2145500,27460.5,32,2667000,22171.5,22,16887000,116472,133
فبراير,643000,8711,10,3497000,38387.92,43,2153000,22680,25,16033000,102450,117
مارس,565000,8959.5,10,1884500,20685.5,24,1363000,12594,14,15363500,88041.5,102
ابريل,2650500,46314,50,2934000,28333.92,32,435000,4495.5,6,10099500,53068,64
مايو,1388000,12579,15,1967500,18187,21,670100,7159.5,8,,,
يونيو,317000,3600,4,941000,10422.5,13,3035000,28897,33,,,
يوليو,1120000,17594,20,3678000,43326,49,2711000,19527.5,24,,,
اوغسطس,610000,6255,7,1288000,13108.5,15,2806750,24135,28,,,
سبتمبر,345000,5735.5,7,3470451,33812,38,3123250,29521.5,34,,,
اكتوبر,1780500,26838,31,7740000,46062,52,2117619,17795.5,20,,,
نوفمبر,1518000,19017,22,2659000,26509.5,30,4633500,39839.5,47,,,
ديسمبر,1452990,20165.5,23,2287500,27009,29,19334253,139645,156,,,
حي/الهجرة شرق طريق المدينة,12622250,132710,155,26490636,277671.5,322,48366764,433400.5,516,80665800,488709,571
يناير,530000,4900,7,2158000,23708.5,27,1601000,19508,23,11598800,82299,97
فبراير,227500,3380,5,1037500,12257,14,2411000,32416.5,37,28289000,179885,208
مارس,789000,6687.5,9,3673000,43532.5,50,1143000,12100,15,13647500,74480.5,91
ابريل,718000,10412,12,1995505,12290,15,235000,2615.5,3,27130500,152044.5,175
مايو,933500,4500,5,830000,9655,12,2306098,27933,32,,,
يونيو,86000,1520,2,1147000,11487,15,2661000,24494,29,,,
يوليو,52000,900,1,4469131,70134.5,79,6346550,72787.5,84,,,
اوغسطس,413000,2700,3,3538000,30897.5,35,3868500,36695,43,,,
سبتمبر,924000,5740,7,2939000,19678.5,24,1774300,16866.5,20,,,
اكتوبر,661000,8995.5,10,2488500,18328,22,7018066,59925,69,,,
نوفمبر,540250,7790,10,870000,9512,11,7417000,51878.5,62,,,
ديسمبر,6748000,75185,84,1345000,16191,18,11585250,76181,99,,,
حي/الهجيلية,1350017,1288,5,860000,1755.43,6,450000,542.71,3,,,
يناير,,,,,,,300000,400,1,,,
فبراير,515000,388,2,,,,,,,,,
يونيو,490017,200,1,,,,50000,50.31,1,,,
يوليو,345000,700,2,200000,460,2,,,,,,
اوغسطس,,,,,,,100000,92.4,1,,,
اكتوبر,,,,650000,915.43,3,,,,,,
نوفمبر,,,,10000,380,1,,,,,,
حي/الهدا,41281530,28862.23,56,74119582,59202.67,99,56864018,48702.84,76,18983917,14901.08,25
يناير,5092026,2111.14,5,3332969,3326.28,6,5280000,4033,9,4819290,4777.69,9
فبراير,4159705,3570.5,6,4893000,5478,9,6637750,4414.6,8,5038666,4198.94,8
مارس,3777778,1181.38,3,7172646,4370.5,7,7014274,7961,9,2900000,2295.5,3
ابريل,4703000,2625.69,5,7768876,5445.5,10,3770000,2108,4,6225961,3628.95,5
مايو,4701884,2478.5,5,805000,1254.45,2,3345000,2600,6,,,
يونيو,1375000,1425,3,5461681,4543,8,3670000,3568.78,5,,,
يوليو,2523875,2192.5,4,5946152,5141.77,9,3916671,4363.14,8,,,
اوغسطس,3864809,3137.25,5,4620000,3170,6,2228750,1791,3,,,
سبتمبر,2586625,3587.5,7,7204000,6104.47,11,3475000,3403.5,7,,,
اكتوبر,3805500,2591.75,5,9811250,7103.5,10,4299809,4000,5,,,
نوفمبر,1600000,1816.01,3,11748529,8286.45,13,11308764,7713.5,8,,,
ديسمبر,3091328,2145.01,5,5355479,4978.75,8,1918000,2746.32,4,,,
حي/الهلال,2363282,5400,6,8175000,16109.62,18,6737000,9100,10,1550000,1795.5,2
يناير,,,,970000,2550,3,,,,800000,900,1
فبراير,,,,,,,1723000,2700,3,,,
مارس,740000,1800,2,,,,1160000,1800,2,750000,895.5,1
ابريل,,,,1970000,3600,4,,,,,,
مايو,773282,1800,2,550000,985.37,1,,,,,,
يونيو,,,,1150000,2700,3,750000,900,1,,,
يوليو,,,,735000,1714.25,2,,,,,,
اوغسطس,,,,600000,900,1,,,,,,
سبتمبر,,,,1400000,1830,2,,,,,,
اكتوبر,450000,900,1,800000,1830,2,900000,900,1,,,
ديسمبر,400000,900,1,,,,2204000,2800,3,,,
حي/الهنداوية,10248575,4140.64,21,53957723,14213.985,25,18020000,4805.72,20,52255000,6920.02,8
يناير,640000,249.25,2,1210000,779.595,3,400000,265.87,3,50390000,5651.5,2
فبراير,1600000,158.15,2,1392500,664.91,2,,,,1100000,391.2,1
مارس,,,,,,,300000,227.9,1,585000,398.5,3
ابريل,2250000,391.2,1,80000,114.5,1,,,,180000,478.82,2
مايو,380000,262.57,3,4000000,520,1,,,,,,
يونيو,200000,74.47,1,450000,192,1,4910000,1698.12,3,,,
يوليو,50000,390,1,6509223,4444.11,4,410000,321.04,2,,,
اوغسطس,,,,22400000,3208.44,2,1900000,232,1,,,
سبتمبر,750000,339,1,1390000,621.94,5,300000,75,1,,,
اكتوبر,2650000,769,3,6326000,1593.55,2,8100000,905.59,2,,,
نوفمبر,470000,699.67,3,200000,92.56,1,1175000,380.24,3,,,
ديسمبر,1258575,807.33,4,10000000,1982.38,3,525000,699.96,4,,,
حي/الواحة,196138059,80511.457,419,239570410,104707.729,387,1652973944,450498.9759,740,382200360,122299.25,219
يناير,33294123,11164.221,74,14229169,6873.62,34,56784737,21768.475,56,92173436,32241.37,68
فبراير,19842003,7502.14,45,18816262,7398.98,27,35324767,12823.705,50,74861508,23491.36,34
مارس,16830038,9399.22,48,14498500,7007.22,29,40827665,16385.36,40,134910049,42490.63,80
ابريل,11960250,3812.592,20,15773549,7201.555,33,10091581,2764.13,14,80255367,24075.89,37
مايو,25739096,14452.83,46,28705456,9710.785,32,7558203,1946.57,11,,,
يونيو,6474482,2223.13,13,14129858,4906.388,25,1163332499,266246.387,264,,,
يوليو,20043759,6875.29,42,20400995,6610.14,29,12958188,4335.4703,22,,,
اوغسطس,12203213,5496.08,33,13204051,4561.1,27,43259227,19704.79,51,,,
سبتمبر,8251318,3330.88,24,24345078,17624.645,62,75123322,26915.82,53,,,
اكتوبر,16031587,6522.359,28,27187081,9991.274,40,69242764,23312.24,46,,,
نوفمبر,8495369,3325.255,17,15634108,7911.342,21,72117731,31032.535,64,,,
ديسمبر,16972821,6407.46,29,32646303,14910.68,28,66353260,23263.4936,69,,,
حي/الوادى,622263975,2875355.355,28,66716207,111833.77,41,51747132,80676.09,19,13664492,18341.6,2
يناير,12248500,9950.49,2,13423124,21728.27,7,3060000,3060,1,,,
فبراير,58000000,32461.79,10,5736750,7680.5,3,3393125,10501.99,3,13664492,18341.6,2
ابريل,15440216,14286.8,2,300000,7194.28,3,,,,,,
مايو,46575260,29215.37,8,3500000,23706,11,,,,,,
يونيو,,,,5589000,7321.76,1,19671703,35814,6,,,
يوليو,,,,2789000,4291,2,250000,3966.92,1,,,
اوغسطس,450000000,1859627.27,3,,,,,,,,,
سبتمبر,39999999,929813.635,3,4800001,5973.72,2,5040000,5040,2,,,
اكتوبر,,,,25160332,25338.24,8,3622500,2415,1,,,
نوفمبر,,,,5418000,8600,4,13493796,15858.17,4,,,
ديسمبر,,,,,,,3216008,4020.01,1,,,
حي/الواسطة,150000,73.01,1,,,,,,,,,
فبراير,150000,73.01,1,,,,,,,,,
حي/الوداد,,,,289000,5308.1,6,50101500,425253.22,465,40545000,247600.3,275
يناير,,,,,,,,,,13164500,86466.1,96
فبراير,,,,,,,,,,13242000,77271.2,86
مارس,,,,,,,,,,8313000,52322.64,58
ابريل,,,,,,,,,,5825500,31540.36,35
يونيو,,,,,,,3559500,40466.9,44,,,
يوليو,,,,50000,937.2,1,5852500,56275.05,60,,,
اوغسطس,,,,,,,5740500,47971.32,53,,,
سبتمبر,,,,41000,931,1,5790500,53020.07,57,,,
اكتوبر,,,,52000,745.2,1,5885750,51589.3,57,,,
نوفمبر,,,,146000,2694.7,3,11008750,94780.59,105,,,
ديسمبر,,,,,,,12264000,81149.99,89,,,
حي/الورود,34094010,9251.19,43,326653977,116137.868,137,236906822,88200.32,196,54975298,19158.349,63
يناير,2380000,559.54,3,1390273,183.82,1,8651000,18323.88,13,12354476,6449.699,17
فبراير,1172123,213.8,1,58408159,21282.98,15,8331266,2295.67,12,9999479,2833.38,12
مارس,3000000,772.66,4,99148109,33052.149,33,26427509,7527.46,17,13299650,4449.72,11
ابريل,6310000,1627.07,6,15182634,5035.91,7,3210000,840.78,4,19321693,5425.55,23
مايو,868000,182.56,1,21374348,6771.62,15,3280000,862.49,4,,,
يونيو,1949213,355.98,2,21218674,12778.59,13,74607913,21871.46,57,,,
يوليو,4120000,1238.24,4,45330188,12257.379,16,21391061,5208.05,19,,,
اوغسطس,1800000,547.68,3,865000,240.05,1,9621000,2967.25,14,,,
سبتمبر,2050000,730.24,4,14248200,4533.29,11,18334653,5103.56,14,,,
اكتوبر,4600140,1584.86,7,9561297,2687.78,11,16537342,5162.82,13,,,
نوفمبر,3530557,876.06,5,15814807,10662.64,6,39045078,15992.52,20,,,
ديسمبر,2313977,562.5,3,24112288,6651.66,8,7470000,2044.38,9,,,
حي/الوفاء,76870977,173252.3,232,196791543,362486.24,480,191698684,332240.442,408,126130978,166758.04,241
يناير,4095000,7166.23,8,20840571,44933.47,61,18112400,34760.79,43,41987857,61546.68,91
فبراير,5705000,14727.55,18,20905000,41085.83,50,31861508,57179.712,47,28971161,41920.79,60
مارس,9747540,18547.5,26,19257000,32435.13,43,6240000,10934.03,15,41285191,43996.53,63
ابريل,6636190,14370.63,21,13611000,25871.13,35,961475,1210,2,13886769,19294.04,27
مايو,7228217,10975.5,15,7146000,13136.96,18,2862378,1676.5,4,,,
يونيو,2167108,3983,6,7427500,13913.24,19,18528500,26788.51,33,,,
يوليو,5420000,14468.5,18,24402000,43833.86,58,12623000,21697,27,,,
اوغسطس,1780000,4280,6,8205000,14378.97,19,9079869,19441.25,26,,,
سبتمبر,7496000,17873,23,17400000,27008.51,36,26316874,52658.59,64,,,
اكتوبر,4800000,13873,18,23956000,33113.24,43,19157352,34782.48,49,,,
نوفمبر,7909922,19939.89,28,18801472,43858.32,61,18666828,32326.2,42,,,
ديسمبر,13886000,33047.5,45,14840000,28917.58,37,27288500,38785.38,56,,,
حي/الوفاء شرق جدة جنوب طريق عسفان,,,,,,,2266709,2565.94,4,600000,662.97,1
يناير,,,,,,,370000,620,1,,,
مارس,,,,,,,,,,600000,662.97,1
سبتمبر,,,,,,,370000,620,1,,,
نوفمبر,,,,,,,1526709,1325.94,2,,,
حي/الياقوت,436817791,243947.31,514,461881558,261221.8002,561,418024500,237524.255,473,209331641,113273.176,201
يناير,39247812,22799.5,45,49054131,26604.73,58,31843935,19840.23,46,52255855,21958.65,43
فبراير,43148548,25315.46,49,49974436,34340.05,62,30242624,20114.53,38,67347602,42773.423,61
مارس,52644466,21465.47,57,45143283,17201.28,42,35115095,15717,34,66098671,34618.603,70
ابريل,45697982,22762.21,55,52508494,29205.43,65,5183000,2277,5,23629513,13922.5,27
مايو,49183530,21255.5,50,22749190,13970.02,29,7147000,2347.5,7,,,
يونيو,10807495,8904,15,24864790,12828.53,32,47510750,26170.49,57,,,
يوليو,29978374,17385.24,41,59625865,32064.2802,71,19935475,10198.88,18,,,
اوغسطس,23827707,11338.28,28,20207325,12155.23,24,36394578,19875,48,,,
سبتمبر,23583253,16398.25,31,34293433,24012.25,51,47606939,31106.66,54,,,
اكتوبر,45644214,27886.12,49,44367554,21572.95,53,62705187,36908.815,66,,,
نوفمبر,36562773,22743.78,48,31838074,19314.55,38,41005806,22529.535,39,,,
ديسمبر,36491637,25693.5,46,27254983,17952.5,36,53334111,30438.615,61,,,
حي/اليسر,,,,3219000,17938.64,23,11677000,51665.35,69,8742500,26802.55,41
يناير,,,,,,,900000,6652.5,8,1240000,5041.56,7
فبراير,,,,,,,2367000,10696.3,13,3102000,9066.19,15
مارس,,,,135000,966.78,1,480000,2480,4,3238000,9061.3,13
ابريل,,,,273000,1984,2,,,,1162500,3633.5,6
مايو,,,,120000,899,1,,,,,,
يونيو,,,,237000,1240,2,1275000,6225.6,8,,,
يوليو,,,,95000,620,1,1126000,4951,8,,,
اوغسطس,,,,,,,1001000,3814,6,,,
سبتمبر,,,,153000,899,1,1545000,6966,9,,,
اكتوبر,,,,273000,1860,3,298000,1346.42,2,,,
نوفمبر,,,,693000,3933.5,5,705000,2280.5,4,,,
ديسمبر,,,,1240000,5536.36,7,1980000,6253.03,7,,,
حي/ام السلم,30014679,27164.94,29,111766877,546812.59,748,175141674,395618.81,590,26268146,30935.715,54
يناير,,,,200000,1064.98,2,7457911,23766.24,35,1978000,2971.21,5
فبراير,350000,435.31,1,903000,1374.36,3,35565620,100795.07,149,11045146,12859.65,23
مارس,550000,1704.13,2,464000,848.52,2,18254585,44543.68,69,8885000,10283.015,18
ابريل,3000000,3488.48,1,4337000,3920.26,7,1787100,4817.46,6,4360000,4821.84,8
مايو,383333,1658.17,2,1000000,2391,4,7340645,24292.17,33,,,
يونيو,,,,1235000,1682.5,2,17420260,38378.14,57,,,
يوليو,13483746,4518.71,6,850000,435.31,1,19953796,42612.6,65,,,
اوغسطس,,,,,,,18412012,36045.73,58,,,
سبتمبر,3950000,4685.19,5,51291649,320522.11,406,17822457,30478.63,45,,,
اكتوبر,1865000,2391.82,5,17113000,146158.76,217,11771044,18303.02,25,,,
نوفمبر,1600100,3376.82,3,24678758,47449.03,74,9990000,16958.5,27,,,
ديسمبر,4832500,4906.31,4,9694470,20965.76,30,9366244,14627.57,21,,,
حي/ام حبلين الغربية,,,,686550,475.73,1,,,,10750833,16975,1
ابريل,,,,,,,,,,10750833,16975,1
يوليو,,,,686550,475.73,1,,,,,,
حي/باب شريف,300000,148,2,350000,443.8,2,3200000,325.8,3,,,
مايو,,,,300000,183.8,1,,,,,,
يونيو,,,,50000,260,1,1200000,86.6,1,,,
يوليو,50000,88,1,,,,,,,,,
اكتوبر,,,,,,,2000000,239.2,2,,,
ديسمبر,250000,60,1,,,,,,,,,
حي/بالكيلوالحادى عشر شرق طريق المدينة المورة,,,,,,,1700000,450,1,,,
يونيو,,,,,,,1700000,450,1,,,
حي/بترومين,11700,259.37,1,38462690,8674.91,17,16810000,18938.54,4,20382500,14415,3
يناير,,,,28000,259.37,1,,,,,,
فبراير,,,,20000,217.7,1,,,,20332500,14315,2
مارس,,,,,,,,,,50000,100,1
ابريل,,,,1571800,1059.37,3,,,,,,
يوليو,,,,1455000,568.29,2,,,,,,
اوغسطس,11700,259.37,1,,,,600000,1000,1,,,
سبتمبر,,,,2000000,2174,1,700000,914.57,1,,,
اكتوبر,,,,33297890,3991,8,200000,123.51,1,,,
نوفمبر,,,,90000,405.18,1,,,,,,
ديسمبر,,,,,,,15310000,16900.46,1,,,
حي/بريمان,15858796,41604.22,26,8629303,13781.25,28,36239601,32027.94,62,5745000,10545.595,18
يناير,1310000,2378.04,2,1065000,1550.8,2,7120000,6839.35,11,605000,1938.36,3
فبراير,1570000,2566.45,4,1816750,2512.01,5,7835501,3085.29,6,1230000,906.74,5
مارس,840000,680,1,298886,86.5,1,1300000,2022.93,5,2640000,6025.535,6
ابريل,2255000,23179.26,2,1330000,1994.24,4,800000,269.72,1,1270000,1674.96,4
مايو,1285796,2790.84,2,,,,375000,508,1,,,
