أدوات البناء,المحافظة,المنطقة,نوع المنزل,عدد المنازل
الخرسانة/مسلح,تثليث,عسير,أخرى,80
أخرى,تنومة,عسير,أخرى,89
البلك/ الطوب,تنومة,عسير,أخرى,38
الخرسانة/مسلح,تنومة,عسير,أخرى,169
أخرى,خميس  مشيط,عسير,أخرى,1711
البلك/ الطوب,خميس  مشيط,عسير,أخرى,829
الحجارة,خميس  مشيط,عسير,أخرى,22
الخرسانة/مسلح,خميس  مشيط,عسير,أخرى,3206
الطين,خميس  مشيط,عسير,أخرى,5
أخرى,رجال المع,عسير,أخرى,95
البلك/ الطوب,رجال المع,عسير,أخرى,33
الحجارة,رجال المع,عسير,أخرى,3
الخرسانة/مسلح,رجال المع,عسير,أخرى,155
أخرى,سراة عبيدة,عسير,أخرى,119
البلك/ الطوب,سراة عبيدة,عسير,أخرى,88
الحجارة,سراة عبيدة,عسير,أخرى,2
الخرسانة/مسلح,سراة عبيدة,عسير,أخرى,218
الطين,سراة عبيدة,عسير,أخرى,1
أخرى,طريب,عسير,أخرى,82
البلك/ الطوب,طريب,عسير,أخرى,18
الحجارة,طريب,عسير,أخرى,2
الخرسانة/مسلح,طريب,عسير,أخرى,37
الطين,طريب,عسير,أخرى,1
أخرى,ظهران الجنوب,عسير,أخرى,40
البلك/ الطوب,ظهران الجنوب,عسير,أخرى,75
الخرسانة/مسلح,ظهران الجنوب,عسير,أخرى,149
الطين,ظهران الجنوب,عسير,أخرى,1
أخرى,محايل,عسير,أخرى,256
البلك/ الطوب,محايل,عسير,أخرى,306
الحجارة,محايل,عسير,أخرى,4
الخرسانة/مسلح,محايل,عسير,أخرى,1056
أخرى,أضم,مكة المكرمة,أخرى,55
البلك/ الطوب,أضم,مكة المكرمة,أخرى,61
الحجارة,أضم,مكة المكرمة,أخرى,1
الخرسانة/مسلح,أضم,مكة المكرمة,أخرى,110
أخرى,الجموم,مكة المكرمة,أخرى,299
البلك/ الطوب,الجموم,مكة المكرمة,أخرى,146
الحجارة,الجموم,مكة المكرمة,أخرى,4
الخرسانة/مسلح,الجموم,مكة المكرمة,أخرى,349
أخرى,الخرمة,مكة المكرمة,أخرى,182
البلك/ الطوب,الخرمة,مكة المكرمة,أخرى,51
الخرسانة/مسلح,الخرمة,مكة المكرمة,أخرى,128
أخرى,الطائف,مكة المكرمة,أخرى,2162
البلك/ الطوب,الطائف,مكة المكرمة,أخرى,1075
الحجارة,الطائف,مكة المكرمة,أخرى,23
الخرسانة/مسلح,الطائف,مكة المكرمة,أخرى,6109
الطين,الطائف,مكة المكرمة,أخرى,7
أخرى,العرضيات,مكة المكرمة,أخرى,107
البلك/ الطوب,العرضيات,مكة المكرمة,أخرى,143
الحجارة,العرضيات,مكة المكرمة,أخرى,2
الخرسانة/مسلح,العرضيات,مكة المكرمة,أخرى,377
أخرى,القنفذة,مكة المكرمة,أخرى,320
البلك/ الطوب,القنفذة,مكة المكرمة,أخرى,252
الحجارة,القنفذة,مكة المكرمة,أخرى,30
الخرسانة/مسلح,القنفذة,مكة المكرمة,أخرى,701
أخرى,الكامل,مكة المكرمة,أخرى,62
البلك/ الطوب,الكامل,مكة المكرمة,أخرى,24
الخرسانة/مسلح,الكامل,مكة المكرمة,أخرى,35
أخرى,الليث,مكة المكرمة,أخرى,231
البلك/ الطوب,الليث,مكة المكرمة,أخرى,146
الحجارة,الليث,مكة المكرمة,أخرى,6
الخرسانة/مسلح,الليث,مكة المكرمة,أخرى,214
أخرى,الموية,مكة المكرمة,أخرى,72
البلك/ الطوب,الموية,مكة المكرمة,أخرى,22
الحجارة,الموية,مكة المكرمة,أخرى,1
الخرسانة/مسلح,الموية,مكة المكرمة,أخرى,139
الطين,الموية,مكة المكرمة,أخرى,1
أخرى,بحرة,مكة المكرمة,أخرى,732
البلك/ الطوب,بحرة,مكة المكرمة,أخرى,346
الحجارة,بحرة,مكة المكرمة,أخرى,47
الخرسانة/مسلح,بحرة,مكة المكرمة,أخرى,1033
أخرى,تربة,مكة المكرمة,أخرى,172
البلك/ الطوب,تربة,مكة المكرمة,أخرى,102
الخرسانة/مسلح,تربة,مكة المكرمة,أخرى,176
الطين,تربة,مكة المكرمة,أخرى,1
أخرى,جدة,مكة المكرمة,أخرى,4173
البلك/ الطوب,جدة,مكة المكرمة,أخرى,4314
الحجارة,جدة,مكة المكرمة,أخرى,216
الخرسانة/مسلح,جدة,مكة المكرمة,أخرى,25701
الطين,جدة,مكة المكرمة,أخرى,39
أخرى,خليص,مكة المكرمة,أخرى,249
البلك/ الطوب,خليص,مكة المكرمة,أخرى,100
الحجارة,خليص,مكة المكرمة,أخرى,2
الخرسانة/مسلح,خليص,مكة المكرمة,أخرى,125
الطين,خليص,مكة المكرمة,أخرى,2
أخرى,رابغ,مكة المكرمة,أخرى,313
البلك/ الطوب,رابغ,مكة المكرمة,أخرى,58
الخرسانة/مسلح,رابغ,مكة المكرمة,أخرى,214
الطين,رابغ,مكة المكرمة,أخرى,1
أخرى,رنية,مكة المكرمة,أخرى,156
البلك/ الطوب,رنية,مكة المكرمة,أخرى,33
الحجارة,رنية,مكة المكرمة,أخرى,4
الخرسانة/مسلح,رنية,مكة المكرمة,أخرى,215
أخرى,مكة المكرمة (مقر الإمارة),مكة المكرمة,أخرى,5307
البلك/ الطوب,مكة المكرمة (مقر الإمارة),مكة المكرمة,أخرى,2512
الحجارة,مكة المكرمة (مقر الإمارة),مكة المكرمة,أخرى,145
الخرسانة/مسلح,مكة المكرمة (مقر الإمارة),مكة المكرمة,أخرى,13478
الطين,مكة المكرمة (مقر الإمارة),مكة المكرمة,أخرى,117
أخرى,ميسان,مكة المكرمة,أخرى,203
البلك/ الطوب,ميسان,مكة المكرمة,أخرى,78
الحجارة,ميسان,مكة المكرمة,أخرى,5
الخرسانة/مسلح,ميسان,مكة المكرمة,أخرى,164
الطين,ميسان,مكة المكرمة,أخرى,1
أخرى,بدر الجنوب,نجران,أخرى,26
البلك/ الطوب,بدر الجنوب,نجران,أخرى,131
الخرسانة/مسلح,بدر الجنوب,نجران,أخرى,42
أخرى,ثار,نجران,أخرى,106
البلك/ الطوب,ثار,نجران,أخرى,56
الحجارة,ثار,نجران,أخرى,2
الخرسانة/مسلح,ثار,نجران,أخرى,83
الطين,ثار,نجران,أخرى,2
أخرى,حبونا,نجران,أخرى,189
البلك/ الطوب,حبونا,نجران,أخرى,281
الحجارة,حبونا,نجران,أخرى,4
الخرسانة/مسلح,حبونا,نجران,أخرى,67
أخرى,خباش,نجران,أخرى,51
البلك/ الطوب,خباش,نجران,أخرى,12
الخرسانة/مسلح,خباش,نجران,أخرى,13
أخرى,شرورة,نجران,أخرى,122
البلك/ الطوب,شرورة,نجران,أخرى,50
الحجارة,شرورة,نجران,أخرى,1
الخرسانة/مسلح,شرورة,نجران,أخرى,345
أخرى,نجران (مقر الامارة),نجران,أخرى,3117
البلك/ الطوب,نجران (مقر الامارة),نجران,أخرى,5194
الحجارة,نجران (مقر الامارة),نجران,أخرى,92
الخرسانة/مسلح,نجران (مقر الامارة),نجران,أخرى,2944
الطين,نجران (مقر الامارة),نجران,أخرى,176
أخرى,يدمة,نجران,أخرى,29
البلك/ الطوب,يدمة,نجران,أخرى,11
الخرسانة/مسلح,يدمة,نجران,أخرى,17
أخرى,الباحة (مقرالامارة),الباحة,دور في فيلا,4
البلك/ الطوب,الباحة (مقرالامارة),الباحة,دور في فيلا,56
الخرسانة/مسلح,الباحة (مقرالامارة),الباحة,دور في فيلا,1665
أخرى,الحجرة,الباحة,دور في فيلا,1
البلك/ الطوب,الحجرة,الباحة,دور في فيلا,4
الخرسانة/مسلح,الحجرة,الباحة,دور في فيلا,146
البلك/ الطوب,العقيق,الباحة,دور في فيلا,15
الخرسانة/مسلح,العقيق,الباحة,دور في فيلا,767
أخرى,القرى,الباحة,دور في فيلا,1
البلك/ الطوب,القرى,الباحة,دور في فيلا,11
الخرسانة/مسلح,القرى,الباحة,دور في فيلا,532
أخرى,المخواة,الباحة,دور في فيلا,1
البلك/ الطوب,المخواة,الباحة,دور في فيلا,20
الخرسانة/مسلح,المخواة,الباحة,دور في فيلا,513
أخرى,المندق,الباحة,دور في فيلا,1
البلك/ الطوب,المندق,الباحة,دور في فيلا,15
الخرسانة/مسلح,المندق,الباحة,دور في فيلا,520
أخرى,بلجرشي,الباحة,دور في فيلا,1
البلك/ الطوب,بلجرشي,الباحة,دور في فيلا,18
الخرسانة/مسلح,بلجرشي,الباحة,دور في فيلا,892
البلك/ الطوب,بني حسن,الباحة,دور في فيلا,1
الخرسانة/مسلح,بني حسن,الباحة,دور في فيلا,534
البلك/ الطوب,فرعة غامد الزناد,الباحة,دور في فيلا,5
الخرسانة/مسلح,فرعة غامد الزناد,الباحة,دور في فيلا,195
البلك/ الطوب,قلوة,الباحة,دور في فيلا,32
الخرسانة/مسلح,قلوة,الباحة,دور في فيلا,441
أخرى,القريات,الجوف,دور في فيلا,12
البلك/ الطوب,القريات,الجوف,دور في فيلا,265
الخرسانة/مسلح,القريات,الجوف,دور في فيلا,3164
البلك/ الطوب,دومة الجندل,الجوف,دور في فيلا,61
الخرسانة/مسلح,دومة الجندل,الجوف,دور في فيلا,604
أخرى,سكاكا (مقر الامارة),الجوف,دور في فيلا,5
البلك/ الطوب,سكاكا (مقر الامارة),الجوف,دور في فيلا,294
الخرسانة/مسلح,سكاكا (مقر الامارة),الجوف,دور في فيلا,3931
أخرى,طبرجل,الجوف,دور في فيلا,1
البلك/ الطوب,طبرجل,الجوف,دور في فيلا,94
الخرسانة/مسلح,طبرجل,الجوف,دور في فيلا,1448
البلك/ الطوب,العويقيلة,الحدود الشمالية,دور في فيلا,4
الخرسانة/مسلح,العويقيلة,الحدود الشمالية,دور في فيلا,297
البلك/ الطوب,رفحاء,الحدود الشمالية,دور في فيلا,46
الحجارة,رفحاء,الحدود الشمالية,دور في فيلا,2
الخرسانة/مسلح,رفحاء,الحدود الشمالية,دور في فيلا,1764
أخرى,طريف,الحدود الشمالية,دور في فيلا,3
البلك/ الطوب,طريف,الحدود الشمالية,دور في فيلا,49
الخرسانة/مسلح,طريف,الحدود الشمالية,دور في فيلا,863
أخرى,عرعر (مقر الامارة),الحدود الشمالية,دور في فيلا,7
البلك/ الطوب,عرعر (مقر الامارة),الحدود الشمالية,دور في فيلا,107
الحجارة,عرعر (مقر الامارة),الحدود الشمالية,دور في فيلا,1
الخرسانة/مسلح,عرعر (مقر الامارة),الحدود الشمالية,دور في فيلا,7910
أخرى,الافلاج,الرياض,دور في فيلا,1
البلك/ الطوب,الافلاج,الرياض,دور في فيلا,68
الخرسانة/مسلح,الافلاج,الرياض,دور في فيلا,1317
أخرى,الحريق,الرياض,دور في فيلا,1
البلك/ الطوب,الحريق,الرياض,دور في فيلا,7
الخرسانة/مسلح,الحريق,الرياض,دور في فيلا,187
أخرى,الخرج,الرياض,دور في فيلا,11
البلك/ الطوب,الخرج,الرياض,دور في فيلا,526
الحجارة,الخرج,الرياض,دور في فيلا,1
الخرسانة/مسلح,الخرج,الرياض,دور في فيلا,10787
أخرى,الدرعية,الرياض,دور في فيلا,7
البلك/ الطوب,الدرعية,الرياض,دور في فيلا,206
الخرسانة/مسلح,الدرعية,الرياض,دور في فيلا,2377
