id,field_id,value,count,percentage
5171,1222,"عقارات/منح",72,2.2
5172,1222,"عقارات/تسجيل صك قديم",57,1.74
5173,1222,"عقارات/فك الحجز التحفظي على ممتلكات شخص",49,1.5
5174,1222,"عقارات/الحجز التحفظي على ممتلكات شخص",48,1.47
5175,1222,"عقارات/نقل شرح بانتقال ملكية",46,1.41
5176,1222,"عقارات/تعويض أنقاض دون العقار",45,1.38
5177,1222,"عقارات/تملك نصيب",33,1.01
5178,1222,"عقارات/ربط صك بالهوية العقارية",31,0.95
5179,1222,"عقارات/تعديل صك قديم",31,0.95
5180,1222,"عقارات/مسجل عينيا",31,0.95
5181,1222,"عقارات/منحة بديلة",24,0.73
5182,1222,"عقارات/دمج صكوك",8,0.24
5183,1222,"عقارات/نقل شرح رهن بدون انتقال ملكية",4,0.12
5184,1222,"عقارات/دراسة صك",3,0.09
5185,1222,"عقارات/نقل شرح إلغاء وقف",1,0.03
5186,1222,"عقارات/موافقة الجهة الحكومية على فك قيد صك",1,0.03
5187,1222,"عقارات/نقل شرح إلغاء وصية",1,0.03
5188,1222,"عقارات/تعويضات",1,0.03
5189,1222,"عقارات/التعويض عن المباني",1,0.03
5190,1226,"منطقة الرياض",785,26.86
5191,1226,"الخدمات الرقمية",475,16.25
5192,1226,"منطقة الشرقية",429,14.68
5193,1226,"منطقة مكة المكرمه",336,11.5
5194,1226,"منطقة عسير",169,5.78
5195,1226,"منطقة القصيم",162,5.54
5196,1226,"منطقة المدينة المنوره",140,4.79
5197,1226,"منطقة حائل",130,4.45
5198,1226,"منطقة تبوك",102,3.49
5199,1226,"منطقة جازان",58,1.98
5200,1226,"منطقة الحدود الشمالية",40,1.37
5201,1226,"منطقة الباحة",37,1.27
5202,1226,"منطقة الجوف",31,1.06
5203,1226,"منطقة نجران",29,0.99
5204,1228,"القطاع العام",1865,63.8
5205,1228,"القطاع الخاص",1058,36.2
5206,1229,"خدمة إلكترونية جزئيا",2559,87.55
5207,1229,"خدمة إلكترونية",364,12.45
5208,1230,"عقارات/افراغ",1123,38.42
5209,1230,"عقارات/تعديل صك",312,10.67
5210,1230,"عقارات/رهن العقارات",248,8.48
5211,1230,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",157,5.37
5212,1230,"عقارات/فك رهن العقارات",154,5.27
5213,1230,"عقارات/فرز صكوك",135,4.62
5214,1230,"عقارات/تسجيل ملكية عقار بدون صك",108,3.69
5215,1230,"عقارات/تعريف الصكوك للفرز",83,2.84
5216,1230,"عقارات/دمج عقارات",81,2.77
5217,1230,"عقارات/تسجيل صك قديم",62,2.12
5218,1230,"عقارات/منح",56,1.92
5219,1230,"عقارات/حجز/فك حجز",55,1.88
5220,1230,"عقارات/نقل شرح بانتقال ملكية",52,1.78
5221,1230,"عقارات/الحجز التحفظي على ممتلكات شخص",44,1.51
5222,1230,"عقارات/فك الحجز التحفظي على ممتلكات شخص",44,1.51
5223,1230,"عقارات/تعويض أنقاض دون العقار",39,1.33
5224,1230,"عقارات/تملك نصيب",30,1.03
5225,1230,"عقارات/ربط صك بالهوية العقارية",30,1.03
5226,1230,"عقارات/مسجل عينيا",30,1.03
5227,1230,"عقارات/تعديل صك قديم",28,0.96
5228,1230,"عقارات/منحة بديلة",28,0.96
5229,1230,"عقارات/دمج صكوك",10,0.34
5230,1230,"عقارات/نقل شرح إلغاء وصية",3,0.1
5231,1230,"عقارات/التعويض عن المباني",2,0.07
5232,1230,"عقارات/نقل شرح وصية بدون انتقال ملكية",2,0.07
5233,1230,"عقارات/موافقة الجهة الحكومية على فك قيد صك",2,0.07
5234,1230,"عقارات/دراسة صك",2,0.07
5235,1230,"عقارات/إضافة تهميش على ضبط",2,0.07
5236,1230,"عقارات/نقل شرح إلغاء وقف",1,0.03
5237,1234,"منطقة الرياض",826,25.76
5238,1234,"الخدمات الرقمية",511,15.94
5239,1234,"منطقة الشرقية",450,14.04
5240,1234,"منطقة مكة المكرمه",395,12.32
5241,1234,"منطقة عسير",198,6.18
5242,1234,"منطقة القصيم",190,5.93
5243,1234,"منطقة المدينة المنوره",167,5.21
5244,1234,"منطقة حائل",132,4.12
5245,1234,"منطقة تبوك",105,3.28
5246,1234,"منطقة جازان",96,2.99
5247,1234,"منطقة الجوف",45,1.4
5248,1234,"منطقة الحدود الشمالية",43,1.34
5249,1234,"منطقة نجران",33,1.03
5250,1234,"منطقة الباحة",15,0.47
5251,1236,"القطاع العام",2098,65.44
5252,1236,"القطاع الخاص",1108,34.56
5253,1237,"خدمة إلكترونية جزئيا",2835,88.43
5254,1237,"خدمة إلكترونية",371,11.57
5255,1238,"عقارات/افراغ",1215,37.9
5256,1238,"عقارات/تعديل صك",359,11.2
5257,1238,"عقارات/رهن العقارات",249,7.77
5258,1238,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",222,6.92
5259,1238,"عقارات/فرز صكوك",162,5.05
5260,1238,"عقارات/فك رهن العقارات",154,4.8
5261,1238,"عقارات/تسجيل ملكية عقار بدون صك",117,3.65
5262,1238,"عقارات/دمج عقارات",104,3.24
5263,1238,"عقارات/تعريف الصكوك للفرز",95,2.96
5264,1238,"عقارات/منح",70,2.18
5265,1238,"عقارات/تسجيل صك قديم",58,1.81
5266,1238,"عقارات/نقل شرح بانتقال ملكية",55,1.72
5267,1238,"عقارات/حجز/فك حجز",51,1.59
5268,1238,"عقارات/الحجز التحفظي على ممتلكات شخص",47,1.47
5269,1238,"عقارات/فك الحجز التحفظي على ممتلكات شخص",44,1.37
5270,1238,"عقارات/تعويض أنقاض دون العقار",34,1.06
5271,1238,"عقارات/تعديل صك قديم",32,1.0
5272,1238,"عقارات/ربط صك بالهوية العقارية",31,0.97
5273,1238,"عقارات/مسجل عينيا",31,0.97
5274,1238,"عقارات/تملك نصيب",30,0.94
5275,1238,"عقارات/منحة بديلة",22,0.69
5276,1238,"عقارات/نقل شرح رهن بدون انتقال ملكية",6,0.19
5277,1238,"عقارات/دمج صكوك",5,0.16
5278,1238,"عقارات/التعويض عن المباني",3,0.09
5279,1238,"عقارات/موافقة الجهة الحكومية على فك قيد صك",3,0.09
5280,1238,"عقارات/نقل شرح إلغاء وصية",2,0.06
5281,1238,"عقارات/رهن غير العقارات",2,0.06
5282,1238,"عقارات/تعويضات",1,0.03
5283,1238,"عقارات/دراسة صك",1,0.03
5284,1238,"عقارات/نقل شرح إلغاء وقف",1,0.03
5285,1242,"الرياض",358,98.9
5286,1242,"المدينة المنوره",2,0.55
5287,1242,"مكة المكرمه",2,0.55
5288,1243,"الرياض",358,98.9
5289,1243,"المدينة المنورة",2,0.55
5290,1243,"رابغ",2,0.55
5291,1244,"القطاع العام",362,100.0
5292,1245,"خدمة إلكترونية جزئيا",362,100.0
5293,1248,"الخدمات الرقمية",105119,53.23
5294,1248,"الرياض",30860,15.63
5295,1248,"مكة المكرمه",30559,15.47
5296,1248,"الشرقية",14314,7.25
5297,1248,"عسير",4548,2.3
5298,1248,"المدينة المنوره",4141,2.1
5299,1248,"القصيم",2866,1.45
5300,1248,"حائل",2086,1.06
5301,1248,"تبوك",1249,0.63
5302,1248,"جازان",613,0.31
5303,1248,"الجوف",439,0.22
5304,1248,"نجران",327,0.17
5305,1248,"الحدود الشمالية",270,0.14
5306,1248,"الباحة",89,0.05
5307,1250,"القطاع العام",112018,56.72
5308,1250,"القطاع الخاص",85462,43.28
5309,1251,"خدمة إلكترونية جزئيا",102314,51.81
5310,1251,"خدمة إلكترونية",95166,48.19
5311,1254,"الرياض",15,100.0
5312,1255,"الرياض",15,100.0
5313,1256,"القطاع العام",15,100.0
5314,1257,"خدمة إلكترونية جزئيا",15,100.0
5315,1260,"الرياض",3663,62.38
5316,1260,"الخدمات الرقمية",1981,33.74
5317,1260,"مكة المكرمه",61,1.04
5318,1260,"حائل",60,1.02
5319,1260,"الشرقية",42,0.72
5320,1260,"المدينة المنوره",31,0.53
5321,1260,"عسير",10,0.17
5322,1260,"القصيم",8,0.14
5323,1260,"جازان",7,0.12
5324,1260,"تبوك",4,0.07
5325,1260,"نجران",3,0.05
5326,1260,"الحدود الشمالية",2,0.03
5327,1261,"الرياض",3422,58.28
5328,1261,"عام",1981,33.74
5329,1261,"حوطة سدير",121,2.06
5330,1261,"حائل",58,0.99
5331,1261,"رفائع الجمش",51,0.87
5332,1261,"مكة المكرمة",49,0.83
5333,1261,"ثادق",39,0.66
5334,1261,"الخفجي",35,0.6
5335,1261,"المدينة المنورة",24,0.41
5336,1261,"جده",12,0.2
5337,1261,"الدوادمي",8,0.14
5338,1261,"البجاديه",8,0.14
5339,1261,"بريده",8,0.14
5340,1261,"عفيف",7,0.12
5341,1261,"جيزان",7,0.12
5342,1261,"العلا",6,0.1
5343,1261,"وادي الدواسر",6,0.1
5344,1261,"محايل عسير",5,0.09
5345,1261,"الدمام",5,0.09
5346,1261,"تبوك",4,0.07
5347,1261,"النماص",3,0.05
5348,1261,"ثار",2,0.03
5349,1261,"ابها",2,0.03
5350,1261,"الخبر",2,0.03
5351,1261,"عرعر",2,0.03
5352,1261,"جبه",2,0.03
5353,1261,"نجران",1,0.02
5354,1261,"الخرج",1,0.02
5355,1261,"وادي الفرع",1,0.02
5356,1262,"القطاع العام",5868,99.93
5357,1262,"القطاع الخاص",4,0.07
5358,1263,"خدمة إلكترونية جزئيا",3891,66.26
5359,1263,"خدمة إلكترونية",1981,33.74
5360,1266,"الخدمات الرقمية",3147,47.37
5361,1266,"الرياض",3074,46.27
5362,1266,"الشرقية",184,2.77
5363,1266,"حائل",112,1.69
5364,1266,"المدينة المنوره",32,0.48
5365,1266,"مكة المكرمه",29,0.44
5366,1266,"الحدود الشمالية",14,0.21
5367,1266,"تبوك",14,0.21
5368,1266,"عسير",14,0.21
5369,1266,"نجران",12,0.18
5370,1266,"القصيم",7,0.11
5371,1266,"جازان",3,0.05
5372,1266,"الباحة",1,0.02
5373,1267,"عام",3147,47.37
5374,1267,"الرياض",2976,44.8
5375,1267,"الخفجي",163,2.45
5376,1267,"حائل",112,1.69
5377,1267,"المدينة المنورة",28,0.42
5378,1267,"حوطة سدير",25,0.38
5379,1267,"جده",20,0.3
5380,1267,"الاحساء",20,0.3
5381,1267,"ثادق",18,0.27
5382,1267,"الدوادمي",17,0.26
5383,1267,"رفائع الجمش",16,0.24
5384,1267,"عرعر",14,0.21
5385,1267,"تبوك",14,0.21
5386,1267,"ثار",12,0.18
5387,1267,"ابها",9,0.14
5388,1267,"وادي الدواسر",7,0.11
5389,1267,"بريده",6,0.09
5390,1267,"مكة المكرمة",6,0.09
5391,1267,"محايل عسير",5,0.08
5392,1267,"حوطة بني تميم",3,0.05
5393,1267,"عفيف",3,0.05
5394,1267,"جيزان",3,0.05
5395,1267,"البجاديه",3,0.05
5396,1267,"السليل",3,0.05
5397,1267,"أضم",2,0.03
5398,1267,"وادي الفرع",2,0.03
5399,1267,"العلا",2,0.03
5400,1267,"المزاحميه",2,0.03
5401,1267,"العرضيه الشماليه",1,0.02
5402,1267,"عقلة الصقور",1,0.02
5403,1267,"الدمام",1,0.02
5404,1267,"الباحه",1,0.02
5405,1267,"الخرج",1,0.02
5406,1268,"القطاع العام",6643,100.0
5407,1269,"خدمة إلكترونية جزئيا",3496,52.63
5408,1269,"خدمة إلكترونية",3147,47.37
5409,1272,"الرياض",3836,43.46
5410,1272,"الخدمات الرقمية",3385,38.35
5411,1272,"حائل",1024,11.6
5412,1272,"الشرقية",151,1.71
5413,1272,"مكة المكرمه",133,1.51
5414,1272,"تبوك",126,1.43
5415,1272,"المدينة المنوره",106,1.2
5416,1272,"الباحة",39,0.44
5417,1272,"عسير",8,0.09
5418,1272,"الحدود الشمالية",7,0.08
5419,1272,"القصيم",6,0.07
5420,1272,"جازان",4,0.05
5421,1272,"الجوف",1,0.01
5422,1273,"الرياض",3796,43.01
5423,1273,"عام",3385,38.35
5424,1273,"حائل",1016,11.51
5425,1273,"تبوك",126,1.43
5426,1273,"القنفذه",91,1.03
5427,1273,"الخفجي",83,0.94
5428,1273,"العلا",71,0.8
5429,1273,"الاحساء",53,0.6
5430,1273,"الباحه",39,0.44
5431,1273,"المدينة المنورة",34,0.39
5432,1273,"مكة المكرمة",33,0.37
5433,1273,"الدمام",15,0.17
5434,1273,"حوطة بني تميم",13,0.15
5435,1273,"رفائع الجمش",9,0.1
5436,1273,"جده",8,0.09
5437,1273,"ثادق",8,0.09
5438,1273,"عرعر",7,0.08
5439,1273,"بريده",6,0.07
5440,1273,"بقعاء",6,0.07
5441,1273,"ابها",5,0.06
5442,1273,"جيزان",4,0.05
5443,1273,"محايل عسير",3,0.03
5444,1273,"الدوادمي",3,0.03
5445,1273,"البجاديه",3,0.03
5446,1273,"عفيف",2,0.02
5447,1273,"الحائط",2,0.02
5448,1273,"حوطة سدير",2,0.02
5449,1273,"سكاكا",1,0.01
5450,1273,"وادي الفرع",1,0.01
5451,1273,"رابغ",1,0.01
5452,1274,"القطاع العام",8826,100.0
5453,1275,"خدمة إلكترونية جزئيا",5441,61.65
5454,1275,"خدمة إلكترونية",3385,38.35
5455,1278,"الخدمات الرقمية",5563,60.26
5456,1278,"الرياض",2895,31.36
5457,1278,"حائل",329,3.56
5458,1278,"الشرقية",192,2.08
5459,1278,"مكة المكرمه",121,1.31
5460,1278,"المدينة المنوره",61,0.66
5461,1278,"تبوك",36,0.39
5462,1278,"القصيم",11,0.12
5463,1278,"الحدود الشمالية",8,0.09
5464,1278,"جازان",7,0.08
5465,1278,"عسير",6,0.06
5466,1278,"الباحة",2,0.02
5467,1279,"عام",5563,60.26
5468,1279,"الرياض",2845,30.82
5469,1279,"حائل",328,3.55
5470,1279,"الاحساء",129,1.4
5471,1279,"القنفذه",60,0.65
5472,1279,"المدينة المنورة",49,0.53
5473,1279,"الخفجي",47,0.51
5474,1279,"مكة المكرمة",41,0.44
5475,1279,"تبوك",36,0.39
5476,1279,"الدوادمي",21,0.23
5477,1279,"جده",20,0.22
5478,1279,"رفائع الجمش",16,0.17
5479,1279,"الدمام",16,0.17
5480,1279,"العلا",11,0.12
5481,1279,"بريده",11,0.12
5482,1279,"عرعر",8,0.09
5483,1279,"جيزان",7,0.08
5484,1279,"عفيف",6,0.06
5485,1279,"ابها",6,0.06
5486,1279,"البجاديه",2,0.02
5487,1279,"الباحه",2,0.02
5488,1279,"المزاحميه",2,0.02
5489,1279,"ثادق",2,0.02
5490,1279,"وادي الفرع",1,0.01
5491,1279,"بقعاء",1,0.01
5492,1279,"حوطة سدير",1,0.01
5493,1280,"القطاع العام",9231,100.0
5494,1281,"خدمة إلكترونية جزئيا",6381,69.13
5495,1281,"خدمة إلكترونية",2850,30.87
5496,1284,"الخدمات الرقمية",51793,99.57
5497,1284,"تبوك",135,0.26
5498,1284,"الرياض",61,0.12
5499,1284,"الشرقية",15,0.03
5500,1284,"مكة المكرمه",12,0.02
5501,1285,"عام",51793,99.57
5502,1285,"ضباء",129,0.25
5503,1285,"الرياض",61,0.12
5504,1285,"الدمام",15,0.03
5505,1285,"جده",12,0.02
5506,1285,"البدع",4,0.01
5507,1285,"تبوك",2,0.0
5508,1286,"القطاع العام",52012,99.99
5509,1286,"القطاع الخاص",4,0.01
5510,1287,"خدمة إلكترونية جزئيا",52016,100.0
5511,1290,"الخدمات الرقمية",41065,99.74
5512,1290,"تبوك",57,0.14
5513,1290,"الرياض",40,0.1
5514,1290,"الشرقية",8,0.02
5515,1290,"مكة المكرمه",2,0.0
5516,1291,"عام",41065,99.74
5517,1291,"الرياض",40,0.1
5518,1291,"ضباء",39,0.09
5519,1291,"البدع",9,0.02
5520,1291,"تبوك",9,0.02
5521,1291,"الدمام",8,0.02
5522,1291,"جده",2,0.0
5523,1292,"القطاع العام",41171,100.0
5524,1292,"القطاع الخاص",1,0.0
5525,1293,"خدمة إلكترونية جزئيا",41172,100.0
5526,1296,"الخدمات الرقمية",49736,99.79
5527,1296,"الرياض",84,0.17
5528,1296,"تبوك",11,0.02
5529,1296,"الشرقية",7,0.01
5530,1296,"نجران",1,0.0
5531,1297,"عام",49736,99.79
5532,1297,"الرياض",82,0.16
5533,1297,"الدمام",7,0.01
5534,1297,"ضباء",5,0.01
5535,1297,"تبوك",3,0.01
5536,1297,"البدع",3,0.01
5537,1297,"الدرعيه",2,0.0
5538,1297,"نجران",1,0.0
5539,1298,"القطاع العام",49839,100.0
5540,1299,"خدمة إلكترونية جزئيا",49839,100.0
5541,1302,"الخدمات الرقمية",62896,99.68
5542,1302,"تبوك",86,0.14
5543,1302,"الرياض",69,0.11
5544,1302,"الشرقية",44,0.07
5545,1303,"عام",62896,99.68
5546,1303,"الرياض",67,0.11
5547,1303,"البدع",58,0.09
5548,1303,"الدمام",44,0.07
5549,1303,"تبوك",21,0.03
5550,1303,"ضباء",7,0.01
5551,1303,"الدرعيه",2,0.0
5552,1304,"القطاع العام",63095,100.0
5553,1305,"خدمة إلكترونية جزئيا",63095,100.0
5554,1308,"الرياض",154875,100.0
5555,1309,"الرياض",154875,100.0
5556,1310,"القطاع العام",154875,100.0
5557,1311,"خدمة إلكترونية",154789,99.94
5558,1311,"خدمة إلكترونية جزئيا",86,0.06
5559,1314,"الرياض",145644,100.0
5560,1314,"عسير",2,0.0
5561,1314,"مكة المكرمه",1,0.0
5562,1315,"الرياض",145644,100.0
5563,1315,"ابها",2,0.0
5564,1315,"الطائف",1,0.0
5565,1316,"القطاع العام",145647,100.0
5566,1317,"خدمة إلكترونية",145564,99.94
5567,1317,"خدمة إلكترونية جزئيا",83,0.06
5568,1320,"الرياض",205203,100.0
5569,1321,"الرياض",205203,100.0
5570,1322,"القطاع العام",205203,100.0
5571,1323,"خدمة إلكترونية",205114,99.96
5572,1323,"خدمة إلكترونية جزئيا",89,0.04
5573,1326,"الرياض",214576,100.0
5574,1326,"حائل",2,0.0
5575,1326,"عسير",2,0.0
5576,1327,"الرياض",214576,100.0
5577,1327,"حائل",2,0.0
5578,1327,"ابها",2,0.0
5579,1328,"القطاع العام",214580,100.0
5580,1329,"خدمة إلكترونية",214504,99.96
5581,1329,"خدمة إلكترونية جزئيا",76,0.04
5582,1332,"منطقة الرياض",25694,31.86
5583,1332,"منطقة مكة المكرمه",13484,16.72
5584,1332,"منطقة الشرقية",10469,12.98
5585,1332,"منطقة القصيم",6858,8.51
5586,1332,"منطقة عسير",6288,7.8
5587,1332,"منطقة المدينة المنوره",3395,4.21
5588,1332,"منطقة حائل",3246,4.03
5589,1332,"منطقة الجوف",2402,2.98
5590,1332,"منطقة نجران",2110,2.62
5591,1332,"منطقة تبوك",2071,2.57
5592,1332,"منطقة جازان",2045,2.54
5593,1332,"منطقة الحدود الشمالية",1969,2.44
5594,1332,"منطقة الباحة",603,0.75
5595,1338,"سكني",71132,88.22
5596,1338,"تجاري",8240,10.22
5597,1338,"زراعي",1262,1.57
5598,1342,"منطقة الرياض",14481,29.18
5599,1342,"منطقة مكة المكرمه",7729,15.58
5600,1342,"منطقة الشرقية",7309,14.73
5601,1342,"منطقة القصيم",6965,14.04
5602,1342,"منطقة عسير",3450,6.95
5603,1342,"منطقة حائل",2111,4.25
5604,1342,"منطقة المدينة المنوره",1680,3.39
5605,1342,"منطقة جازان",1414,2.85
5606,1342,"منطقة الحدود الشمالية",1376,2.77
5607,1342,"منطقة الجوف",1340,2.7
5608,1342,"منطقة نجران",811,1.63
5609,1342,"منطقة تبوك",650,1.31
5610,1342,"منطقة الباحة",302,0.61
5611,1348,"سكني",42533,85.72
5612,1348,"تجاري",5752,11.59
5613,1348,"زراعي",1333,2.69
5614,1352,"منطقة الرياض",19424,30.2
5615,1352,"منطقة مكة المكرمه",11577,18.0
5616,1352,"منطقة الشرقية",8031,12.49
5617,1352,"منطقة القصيم",6109,9.5
5618,1352,"منطقة عسير",4531,7.04
5619,1352,"منطقة حائل",2570,4.0
5620,1352,"منطقة المدينة المنوره",2554,3.97
5621,1352,"منطقة الحدود الشمالية",1977,3.07
5622,1352,"منطقة جازان",1918,2.98
5623,1352,"منطقة الجوف",1753,2.73
5624,1352,"منطقة نجران",1680,2.61
5625,1352,"منطقة تبوك",1582,2.46
5626,1352,"منطقة الباحة",610,0.95
5627,1358,"سكني",55146,85.74
5628,1358,"تجاري",6757,10.51
5629,1358,"زراعي",2413,3.75
5630,1362,"منطقة الرياض",28098,34.16
5631,1362,"منطقة مكة المكرمه",14670,17.84
5632,1362,"منطقة الشرقية",11599,14.1
5633,1362,"منطقة القصيم",6830,8.3
5634,1362,"منطقة عسير",4518,5.49
5635,1362,"منطقة المدينة المنوره",3229,3.93
5636,1362,"منطقة حائل",3227,3.92
5637,1362,"منطقة تبوك",2078,2.53
5638,1362,"منطقة الجوف",1933,2.35
5639,1362,"منطقة جازان",1908,2.32
5640,1362,"منطقة الحدود الشمالية",1844,2.24
5641,1362,"منطقة نجران",1766,2.15
5642,1362,"منطقة الباحة",543,0.66
5643,1368,"سكني",69199,84.14
5644,1368,"تجاري",9682,11.77
5645,1368,"زراعي",3362,4.09
5646,1372,"منطقة الرياض",32969,35.46
5647,1372,"منطقة مكة المكرمه",15725,16.92
5648,1372,"منطقة الشرقية",12684,13.64
5649,1372,"منطقة القصيم",8169,8.79
5650,1372,"منطقة عسير",4661,5.01
5651,1372,"منطقة المدينة المنوره",3751,4.03
5652,1372,"منطقة حائل",3439,3.7
5653,1372,"منطقة تبوك",2723,2.93
5654,1372,"منطقة جازان",2282,2.45
5655,1372,"منطقة الجوف",2117,2.28
5656,1372,"منطقة الحدود الشمالية",2059,2.21
5657,1372,"منطقة نجران",1761,1.89
5658,1372,"منطقة الباحة",623,0.67
5659,1378,"سكني",77768,83.65
5660,1378,"تجاري",10812,11.63
5661,1378,"زراعي",4383,4.71
5662,1382,"منطقة الرياض",23472,35.21
5663,1382,"منطقة مكة المكرمه",10897,16.34
5664,1382,"منطقة الشرقية",8821,13.23
5665,1382,"منطقة القصيم",6817,10.22
5666,1382,"منطقة عسير",3485,5.23
5667,1382,"منطقة حائل",3043,4.56
5668,1382,"منطقة المدينة المنوره",2605,3.91
5669,1382,"منطقة جازان",1766,2.65
5670,1382,"منطقة الجوف",1617,2.43
5671,1382,"منطقة نجران",1270,1.9
5672,1382,"منطقة تبوك",1217,1.83
5673,1382,"منطقة الحدود الشمالية",1069,1.6
5674,1382,"منطقة الباحة",592,0.89
5675,1388,"سكني",55143,82.71
5676,1388,"تجاري",8053,12.08
5677,1388,"زراعي",3475,5.21
5678,1392,"منطقة الرياض",20511,36.69
5679,1392,"منطقة مكة المكرمه",9792,17.51
5680,1392,"منطقة القصيم",6101,10.91
5681,1392,"منطقة الشرقية",6048,10.82
5682,1392,"منطقة حائل",3048,5.45
5683,1392,"منطقة عسير",2514,4.5
5684,1392,"منطقة المدينة المنوره",2174,3.89
5685,1392,"منطقة الجوف",1288,2.3
5686,1392,"منطقة جازان",1242,2.22
5687,1392,"منطقة تبوك",1019,1.82
5688,1392,"منطقة نجران",893,1.6
5689,1392,"منطقة الحدود الشمالية",832,1.49
5690,1392,"منطقة الباحة",449,0.8
5691,1398,"سكني",46010,82.29
5692,1398,"تجاري",6515,11.65
5693,1398,"زراعي",3386,6.06
5694,1402,"منطقة الرياض",24112,36.35
5695,1402,"منطقة مكة المكرمه",12348,18.61
5696,1402,"منطقة الشرقية",7890,11.89
5697,1402,"منطقة القصيم",6636,10.0
5698,1402,"منطقة عسير",3069,4.63
5699,1402,"منطقة حائل",3060,4.61
5700,1402,"منطقة المدينة المنوره",2797,4.22
5701,1402,"منطقة تبوك",1387,2.09
5702,1402,"منطقة جازان",1321,1.99
5703,1402,"منطقة الجوف",1210,1.82
5704,1402,"منطقة نجران",1150,1.73
5705,1402,"منطقة الحدود الشمالية",879,1.33
5706,1402,"منطقة الباحة",479,0.72
5707,1408,"سكني",54467,82.11
5708,1408,"تجاري",7991,12.05
5709,1408,"زراعي",3880,5.85
5710,1412,"منطقة الرياض",26239,36.83
5711,1412,"منطقة مكة المكرمه",16410,23.03
5712,1412,"منطقة الشرقية",8060,11.31
5713,1412,"منطقة القصيم",6530,9.16
5714,1412,"منطقة المدينة المنوره",3133,4.4
5715,1412,"منطقة عسير",2658,3.73
5716,1412,"منطقة حائل",2188,3.07
5717,1412,"منطقة تبوك",1321,1.85
5718,1412,"منطقة جازان",1247,1.75
5719,1412,"منطقة الجوف",1129,1.58
5720,1412,"منطقة نجران",999,1.4
5721,1412,"منطقة الحدود الشمالية",876,1.23
5722,1412,"منطقة الباحة",461,0.65
5723,1418,"سكني",59689,83.77
5724,1418,"تجاري",9268,13.01
5725,1418,"زراعي",2293,3.22
5726,1418,"سكني تجاري",1,0.0
5727,1422,"منطقة الرياض",16672,31.45
5728,1422,"منطقة مكة المكرمه",11508,21.71
5729,1422,"منطقة الشرقية",7521,14.19
5730,1422,"منطقة القصيم",5265,9.93
5731,1422,"منطقة المدينة المنوره",2464,4.65
5732,1422,"منطقة عسير",2453,4.63
5733,1422,"منطقة حائل",2020,3.81
5734,1422,"منطقة جازان",1035,1.95
5735,1422,"منطقة الجوف",985,1.86
5736,1422,"منطقة تبوك",968,1.83
5737,1422,"منطقة نجران",960,1.81
5738,1422,"منطقة الحدود الشمالية",846,1.6
5739,1422,"منطقة الباحة",319,0.6
5740,1428,"سكني",44004,83.0
5741,1428,"تجاري",7463,14.08
5742,1428,"زراعي",1549,2.92
5743,1432,"منطقة الرياض",14515,31.57
5744,1432,"منطقة مكة المكرمه",9473,20.6
5745,1432,"منطقة الشرقية",6591,14.34
5746,1432,"منطقة القصيم",3677,8.0
5747,1432,"منطقة عسير",2407,5.24
5748,1432,"منطقة المدينة المنوره",2143,4.66
5749,1432,"منطقة حائل",2053,4.47
5750,1432,"منطقة الحدود الشمالية",1058,2.3
5751,1432,"منطقة الجوف",1003,2.18
5752,1432,"منطقة جازان",912,1.98
5753,1432,"منطقة نجران",887,1.93
5754,1432,"منطقة تبوك",849,1.85
5755,1432,"منطقة الباحة",408,0.89
5756,1438,"سكني",38611,83.98
5757,1438,"تجاري",6187,13.46
5758,1438,"زراعي",1178,2.56
5759,1442,"منطقة الرياض",12691,29.17
5760,1442,"منطقة مكة المكرمه",9267,21.3
5761,1442,"منطقة الشرقية",6909,15.88
5762,1442,"منطقة القصيم",4005,9.2
5763,1442,"منطقة المدينة المنوره",2061,4.74
5764,1442,"منطقة حائل",1933,4.44
5765,1442,"منطقة عسير",1909,4.39
5766,1442,"منطقة جازان",1027,2.36
5767,1442,"منطقة الجوف",944,2.17
5768,1442,"منطقة نجران",879,2.02
5769,1442,"منطقة تبوك",862,1.98
5770,1442,"منطقة الحدود الشمالية",730,1.68
5771,1442,"منطقة الباحة",294,0.68
5772,1448,"سكني",36154,83.09
5773,1448,"تجاري",5967,13.71
5774,1448,"زراعي",1390,3.19
5775,1453,"منطقة الرياض",14923,33.85
5776,1453,"منطقة مكة المكرمة",8004,18.15
5777,1453,"المنطقة الشرقية",6862,15.56
5778,1453,"منطقة القصيم",4070,9.23
5779,1453,"منطقة المدينة المنورة",2001,4.54
5780,1453,"منطقة حائل",1906,4.32
5781,1453,"منطقة عسير",1902,4.31
5782,1453,"منطقة جازان",993,2.25
5783,1453,"منطقة تبوك",868,1.97
5784,1453,"منطقة الجوف",812,1.84
5785,1453,"منطقة نجران",753,1.71
5786,1453,"منطقة الحدود الشمالية",737,1.67
5787,1453,"منطقة الباحة",260,0.59
5788,1459,"سكني",31227,70.82
5789,1459,"زراعي",7119,16.15
5790,1459,"تجاري",5671,12.86
5791,1459,"صناعي",74,0.17
5792,1460,"قطعة أرض",34897,79.15
5793,1460,"شقة",7157,16.23
5794,1460,"أرض زراعية",1480,3.36
5795,1460,"بيت",316,0.72
5796,1460,"فيلا",92,0.21
5797,1460,"معرض/محل",82,0.19
5798,1460,"عمارة",28,0.06
